fund_name,provider,quarter,fee,return_1yr,return_5yr,risk,fum,members,alloc_cash,alloc_nz_fixed,alloc_intl_fixed,alloc_aus_equities,alloc_intl_equities,alloc_listed_property,alloc_unlisted_property,alloc_other,alloc_commodities
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2019-12-31,0.94,9.08,,,1572398.57,43,13.52,38.95,17.61,9.34,14.52,1.1,4.96,0.0,0.0
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2020-03-31,0.94,0.79,,,1624809.04,47,14.52,31.19,25.56,8.6,14.28,0.65,5.2,0.0,0.0
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2020-06-30,0.93,3.55,,,1707094.86,41,13.22,28.82,25.63,9.5,16.64,0.88,5.31,0.0,0.0
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2020-09-30,0.93,3.7,,,2261478.2,48,11.65,31.88,24.55,8.99,16.63,0.95,5.35,0.0,0.0
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2020-12-31,0.93,5.83,,,2395914.98,56,16.3,26.41,24.2,9.54,17.48,1.02,5.05,0.0,0.0
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2021-03-31,0.93,10.99,,,1867924.32,49,15.68,27.52,24.52,9.78,17.58,0.97,3.95,0.0,0.0
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2021-09-30,0.93,5.85,,,3360315.59,76,15.59,22.81,29.58,7.24,14.42,0.0,4.66,5.7,0.0
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2021-12-31,0.93,4.36,,,3921930.88,82,14.36,25.65,27.74,6.67,15.56,0.0,4.67,5.35,0.0
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2022-03-31,0.93,-0.55,,,3476973.69,83,7.99,28.7,27.87,7.29,17.62,0.0,4.92,5.61,0.0
Glidepath Age 65,Fisher Funds Two KiwiSaver Scheme,2022-12-31,0.92,-9.02,,,4658109.38,82,7.52,28.93,30.09,7.34,15.89,0.0,4.83,5.4,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2016-12-31,0.98,3.86,,,0.0,,10.46,49.41,17.51,6.01,9.65,0.0,6.96,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2017-12-31,0.95,5.37,,,0.0,,22.88,36.38,17.33,6.56,10.19,0.0,6.66,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2017-12-31,1.03,,,,0.0,,22.44,30.93,22.98,7.83,12.63,0.65,2.54,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2018-03-31,0.95,3.71,,,0.0,,26.09,36.03,14.79,6.46,9.79,0.0,6.84,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2018-03-31,1.03,,,,0.0,,20.72,34.16,21.71,7.53,12.64,0.6,2.64,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2018-06-30,0.93,4.44,,,0.0,,28.08,32.97,14.84,6.69,9.97,0.0,7.45,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2018-06-30,1.02,,,,0.0,,24.9,29.47,21.57,8.24,12.4,0.63,2.79,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2018-09-30,0.93,4.5,,,0.0,,14.33,45.24,17.19,6.38,10.8,0.72,5.34,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2018-09-30,1.02,,,,0.0,,13.52,39.68,17.02,9.0,14.29,0.78,5.71,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2018-12-31,0.93,1.59,,,0.0,,16.39,44.58,17.54,6.4,9.4,0.72,4.97,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2018-12-31,1.02,1.53,,,0.0,,15.55,39.31,17.35,9.11,12.49,0.78,5.41,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2019-03-31,0.93,4.86,,,0.0,,13.75,46.35,17.28,6.61,10.47,0.78,4.76,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2019-03-31,1.02,5.68,,,0.0,,12.77,41.01,17.24,9.26,13.71,0.86,5.15,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2019-06-30,0.9,5.24,,,0.0,,11.0,48.62,17.62,6.67,10.25,0.77,5.07,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2019-06-30,0.99,5.96,,,104236.11,1,10.49,42.9,17.13,9.78,13.52,0.85,5.33,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2019-12-31,0.9,7.4,,,9953.41,1,15.55,43.8,17.46,6.92,10.89,0.98,4.4,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2019-12-31,0.99,9.03,,,157319.21,2,13.65,39.15,17.16,9.4,14.11,0.97,5.56,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2020-03-31,0.9,0.92,,,25749.49,2,17.89,35.16,24.7,6.3,10.83,0.57,4.55,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2020-03-31,0.99,1.0,,,245936.7,3,15.83,31.76,24.56,8.53,13.6,0.55,5.17,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2020-06-30,0.89,3.02,,,90659.94,3,16.85,33.05,24.86,7.01,12.71,0.78,4.74,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2020-06-30,0.97,3.62,,,378064.7,4,14.01,28.81,24.99,9.78,16.44,0.88,5.09,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2020-09-30,0.89,3.13,,,119929.49,3,15.38,35.85,23.85,6.6,12.71,0.83,4.78,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2020-09-30,0.97,3.63,,,286912.68,3,12.39,31.97,23.94,9.24,16.47,0.92,5.07,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2020-12-31,0.89,4.79,,,213512.58,4,21.89,28.59,23.49,7.1,13.49,0.91,4.53,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2020-12-31,0.97,5.7,,,347512.14,6,16.29,27.07,23.61,9.74,17.33,1.0,4.96,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2021-03-31,0.89,8.48,,,197492.86,3,20.79,30.27,23.78,7.28,13.53,0.87,3.48,0.0,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2021-03-31,0.97,10.51,,,59018.19,2,15.84,27.92,24.18,9.99,17.34,0.95,3.78,0.0,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2021-09-30,0.9,4.24,,,315316.57,4,21.44,24.49,29.1,5.04,10.74,0.0,4.22,4.97,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2021-09-30,1.07,5.68,,,428729.29,5,16.2,22.96,29.05,7.57,14.29,0.0,4.44,5.49,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2021-12-31,0.9,3.17,,,217032.21,5,19.63,28.06,27.46,4.87,11.07,0.0,4.17,4.74,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2021-12-31,1.07,4.22,,,609384.82,5,15.0,25.79,27.57,7.02,14.88,0.0,4.52,5.22,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2022-03-31,0.9,-0.72,,,70433.58,5,12.46,32.24,27.78,5.4,12.8,0.0,4.35,4.97,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2022-03-31,1.07,-0.55,,,493816.37,6,8.71,29.28,27.72,7.64,16.46,0.0,5.01,5.18,0.0
Glidepath Age 75,Fisher Funds Two KiwiSaver Scheme,2022-12-31,0.89,-7.59,,,376329.61,8,12.35,32.34,29.49,5.42,11.29,0.0,4.31,4.8,0.0
Glidepath Age 75,Fisher Funds KiwiSaver Scheme,2022-12-31,0.98,-8.85,,,433095.85,7,8.32,29.46,29.68,7.59,15.3,0.0,4.59,5.06,0.0
Global Aggregate Bond Fund,Superlife KiwiSaver Scheme,2020-09-30,0.59,,,,48799.0,7,0.53,0.0,99.47,0.0,0.0,0.0,0.0,0.0,0.0
Global Aggregate Bond Fund,Superlife KiwiSaver Scheme,2020-12-31,0.59,,,,72179.0,11,0.84,0.0,99.16,0.0,0.0,0.0,0.0,0.0,0.0
Global Aggregate Bond Fund,Superlife KiwiSaver Scheme,2021-03-31,0.59,,,,162072.0,17,2.34,0.0,97.66,0.0,0.0,0.0,0.0,0.0,0.0
Global Aggregate Bond Fund,Superlife KiwiSaver Scheme,2021-09-30,0.59,-2.66,,,220784.0,50,2.64,0.0,97.36,0.0,0.0,0.0,0.0,0.0,0.0
Global Aggregate Bond Fund,Superlife KiwiSaver Scheme,2021-12-31,0.59,-3.01,,,316188.0,67,2.31,0.0,97.69,0.0,0.0,0.0,0.0,0.0,0.0
Global Aggregate Bond Fund,Superlife KiwiSaver Scheme,2022-03-31,0.59,-5.57,,,272302.0,80,0.481,0.0,99.519,0.0,0.0,0.0,0.0,0.0,0.0
Global Aggregate Bond Fund,Superlife KiwiSaver Scheme,2022-12-31,0.59,-13.37,,,532204.0,105,0.042,0.0,99.958,0.0,0.0,0.0,0.0,0.0,0.0
Global Equities Fund,MAS KiwiSaver Scheme,2021-09-30,1.13,21.0,,,88021937.0,1888,1.19,0.0,0.0,29.88,68.36,0.0,0.0,0.57,0.0
Global Equities Fund,MAS KiwiSaver Scheme,2021-12-31,1.13,16.8,,,95978763.0,1912,3.1,,,28.37,68.02,,,0.51,
Global Equities Fund,MAS KiwiSaver Scheme,2022-03-31,1.11,4.54,,,90375661.0,1939,1.03,,,29.35,69.08,,,0.54,
Global Equities Fund,MAS KiwiSaver Scheme,2022-12-31,1.11,-16.16,,,88125401.0,2010,4.71,,,30.2,64.74,,,0.35,
Global Property Fund,Superlife KiwiSaver Scheme,2019-03-31,0.58,19.79,,,16134310.0,2579,2.62,0.0,0.0,0.0,0.0,97.38,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2019-06-30,0.58,14.38,,,16591623.0,2573,2.85,0.0,0.0,0.0,0.0,97.15,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2019-12-31,0.58,21.25,,,18503863.0,2585,1.71,0.0,0.0,0.0,0.0,98.29,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2020-03-31,0.58,-20.81,,,13603857.0,2419,3.76,0.0,0.0,0.0,0.0,96.24,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2020-06-30,0.58,-15.33,,,14553270.0,2376,1.84,0.0,0.0,0.0,0.0,98.16,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2020-09-30,0.58,-16.76,,,14709154.0,2308,1.59,0.0,0.0,0.0,0.0,98.41,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2020-12-31,0.58,-7.15,,,15940638.0,2266,2.04,0.0,0.0,0.0,0.0,97.96,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2021-03-31,0.58,31.32,,,16124846.0,2231,0.34,0.0,0.0,0.0,0.0,99.66,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2021-09-30,0.58,23.29,,,17401352.0,2251,2.14,0.0,0.0,0.0,0.0,97.86,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2021-12-31,0.58,20.25,,,18641150.0,2253,0.97,0.0,0.0,0.0,0.0,99.03,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2022-03-31,0.58,11.59,,,17680705.0,2245,-0.445,0.0,0.0,0.0,0.0,100.445,0.0,0.0,0.0
Global Property Fund,Superlife KiwiSaver Scheme,2022-12-31,0.58,-23.11,,,15434924.0,2158,1.103,0.0,0.0,0.0,0.0,98.897,0.0,0.0,0.0
Growth Fund,Fisher Funds KiwiSaver Scheme,2013-09-30,2.24,20.3,,,616643783.0,88839,4.22,4.07,3.14,44.28,43.12,1.17,0.0,0.0,
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2013-09-30,1.26,14.08,,,106241560.0,10086,8.6,5.84,8.19,30.28,35.25,,11.84,,
Growth Fund,Oneanswer KiwiSaver Scheme,2013-09-30,1.18,20.18,,,153905714.6,11713,2.35,4.79,6.96,24.13,49.04,12.73,0.0,0.0,
Growth Fund,ANZ KiwiSaver Scheme,2013-09-30,1.19,20.09,,,808554392.0,199789,3.38,5.04,6.95,23.67,48.43,12.53,0.0,0.0,
Growth Fund,ANZ Default KiwiSaver Scheme,2013-09-30,0.73,17.19,,,16514552.22,1096,4.87,5.04,11.06,19.37,48.04,11.62,0.0,0.0,
Growth Fund,Westpac KiwiSaver Scheme,2013-09-30,0.93,15.19,,,293009793.0,56240,4.15,5.5,7.48,25.47,37.21,9.05,0.0,11.14,
Growth Fund,ASB KiwiSaver Scheme,2013-09-30,0.66,15.91,,,338286816.8,48642,0.0,9.34,8.9,28.72,45.83,7.2,0.0,0.0,
Growth Fund,Generate KiwiSaver Scheme,2013-09-30,,-0.64,,,380637.8,236,11.51,21.58,,15.63,31.22,20.02,,0.05,
Growth Fund,Fisher Funds KiwiSaver Scheme,2013-12-31,2.24,19.46,,,662507622.1,88876,5.63,3.72,3.02,41.71,44.8,1.12,0.0,0.0,
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2013-12-31,1.26,13.51,,,114153865.93,10779,7.63,5.89,8.83,29.0,36.36,0.0,12.29,0.0,
Growth Fund,Oneanswer KiwiSaver Scheme,2013-12-31,1.18,19.94,,,164977399.0,11812,3.49,4.38,9.61,20.35,49.98,12.19,0.0,0.0,
Growth Fund,ANZ KiwiSaver Scheme,2013-12-31,1.19,19.85,,,894164134.7,209483,4.21,4.35,9.55,20.2,49.6,12.09,0.0,0.0,
Growth Fund,ANZ Default KiwiSaver Scheme,2013-12-31,0.73,18.61,,,18429065.34,1164,4.88,4.9,10.68,19.34,48.66,11.54,0.0,0.0,
Growth Fund,Westpac KiwiSaver Scheme,2013-12-31,0.93,14.87,,,318563426.0,58307,5.33,5.47,7.46,23.26,39.25,8.35,0.0,10.88,
Growth Fund,ASB KiwiSaver Scheme,2013-12-31,0.66,16.98,,,376057691.31,50685,,9.24,9.13,28.4,46.07,7.16,,,
Growth Fund,Generate KiwiSaver Scheme,2013-12-31,,2.22,,,895538.42,530,11.76,25.49,,10.04,33.03,19.67,,0.03,
Growth Fund,Fisher Funds KiwiSaver Scheme,2014-03-31,2.24,14.56,,,696424498.0,89112,11.56,2.67,2.55,40.56,41.48,1.18,0.0,0.0,
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2014-03-31,1.26,11.16,,,126160909.3,11353,8.53,5.91,8.88,29.22,35.91,0.0,11.55,0.0,
Growth Fund,Oneanswer KiwiSaver Scheme,2014-03-31,1.18,13.1,,,169306430.7,11308,2.17,4.45,9.6,20.68,50.67,12.43,0.0,0.0,
Growth Fund,ANZ KiwiSaver Scheme,2014-03-31,1.19,12.93,,,964384798.9,218887,3.31,4.46,9.84,19.92,50.52,11.95,0.0,0.0,
Growth Fund,ANZ Default KiwiSaver Scheme,2014-03-31,0.73,12.8,,,21244137.0,1335,4.48,4.96,10.9,19.9,47.8,11.96,0.0,0.0,
Growth Fund,Westpac KiwiSaver Scheme,2014-03-31,0.93,10.79,,,342654083.0,59635,5.57,5.36,7.52,23.45,38.75,8.42,0.0,10.93,
Growth Fund,ASB KiwiSaver Scheme,2014-03-31,0.66,11.06,,,399638463.6,52735,,9.2,8.79,28.8,46.02,7.19,,,
Growth Fund,Generate KiwiSaver Scheme,2014-03-31,,2.88,,,2179757.23,936,13.01,23.14,,7.66,32.79,23.07,,0.33,
Growth Fund,Fisher Funds KiwiSaver Scheme,2014-06-30,1.89,11.36,,,732981163.0,91338,12.16,2.54,2.31,40.6,41.02,1.37,0.0,0.0,
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2014-06-30,1.22,14.97,,,137213892.96,11946,9.37,5.84,8.84,27.95,36.3,0.0,11.7,0.0,
Growth Fund,Oneanswer KiwiSaver Scheme,2014-06-30,1.09,15.64,,,179437136.6,11568,4.5,3.75,9.96,19.89,49.85,12.05,0.0,0.0,
Growth Fund,ANZ KiwiSaver Scheme,2014-06-30,1.09,15.44,,,1054470476.0,228702,4.19,3.73,9.87,19.89,50.38,11.94,0.0,0.0,
Growth Fund,ANZ Default KiwiSaver Scheme,2014-06-30,0.71,14.62,,,27750038.2,1780,5.54,4.96,10.93,20.74,45.85,11.98,0.0,0.0,
Growth Fund,Westpac KiwiSaver Scheme,2014-06-30,0.89,12.91,,,368266668.0,61727,5.66,5.46,7.5,23.12,38.59,8.68,0.0,10.99,
Growth Fund,ASB KiwiSaver Scheme,2014-06-30,0.66,11.03,,,431744069.83,55345,,9.26,9.05,28.54,45.95,7.2,,,
Growth Fund,Generate KiwiSaver Scheme,2014-06-30,1.41,8.88,,,3985527.53,1575,16.15,19.99,,7.16,32.22,24.46,,0.02,
Growth Fund,Fisher Funds KiwiSaver Scheme,2014-09-30,1.89,9.8,,,798573454.0,93379,5.5,7.3,3.2,39.97,42.75,1.28,0.0,0.0,
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2014-09-30,1.22,10.13,,,147389703.73,6556,10.17,5.83,7.47,29.46,35.63,0.0,11.44,0.0,
Growth Fund,Oneanswer KiwiSaver Scheme,2014-09-30,1.09,13.6,,,193087591.5,11727,3.49,3.73,9.88,18.12,52.83,11.95,0.0,0.0,
Growth Fund,ANZ KiwiSaver Scheme,2014-09-30,1.09,13.52,,,1187098476.0,236571,3.86,3.75,9.9,18.15,52.35,11.99,0.0,0.0,
Growth Fund,ANZ Default KiwiSaver Scheme,2014-09-30,0.71,13.6,,,34784229.23,2147,3.55,3.74,9.88,18.11,52.79,11.93,0.0,0.0,
Growth Fund,Westpac KiwiSaver Scheme,2014-09-30,0.89,13.07,,,417635170.0,63899,7.17,5.37,7.39,23.6,37.21,8.4,0.0,10.86,
Growth Fund,ASB KiwiSaver Scheme,2014-09-30,0.66,13.38,,,490810100.57,57880,,9.17,9.56,28.33,45.75,7.19,,,
Growth Fund,Generate KiwiSaver Scheme,2014-09-30,1.41,10.43,,,7549576.64,2496,4.34,13.9,,14.33,44.05,23.38,,,
Growth Fund,Fisher Funds KiwiSaver Scheme,2014-12-31,1.89,6.68,,,837732352.0,94441,12.3,0.34,3.34,39.18,43.39,1.45,0.0,0.0,
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2014-12-31,1.22,11.57,,,158014086.4,12542,8.52,5.6,7.89,29.04,36.45,0.0,12.5,0.0,
Growth Fund,Oneanswer KiwiSaver Scheme,2014-12-31,1.09,13.29,,,207749233.55,11921,3.95,3.57,9.51,18.65,51.98,12.34,0.0,0.0,
Growth Fund,ANZ KiwiSaver Scheme,2014-12-31,1.09,13.15,,,1315397861.52,244487,3.64,3.71,9.8,19.07,51.71,12.07,0.0,0.0,
Growth Fund,ANZ Default KiwiSaver Scheme,2014-12-31,0.71,13.57,,,39576640.07,2312,3.33,3.65,9.65,19.05,52.4,11.92,0.0,0.0,
Growth Fund,Westpac KiwiSaver Scheme,2014-12-31,0.89,12.82,,,452061612.67,65471,7.2,5.4,7.39,23.55,36.86,8.51,0.0,11.09,
Growth Fund,ASB KiwiSaver Scheme,2014-12-31,0.66,10.92,,,562221930.26,61285,,9.27,9.1,28.59,45.91,7.13,,,
Growth Fund,Generate KiwiSaver Scheme,2014-12-31,1.41,13.6,,,12927198.34,3639,3.4,18.69,,14.81,42.96,20.14,,,
Growth Fund,Fisher Funds KiwiSaver Scheme,2015-03-31,1.89,10.99,,,907540014.0,95049,12.31,0.3,3.23,37.47,45.13,1.56,0.0,0.0,
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2015-03-31,1.22,11.06,,,169757553.0,12785,10.1,4.91,6.79,27.36,38.87,0.0,11.97,0.0,
Growth Fund,Oneanswer KiwiSaver Scheme,2015-03-31,1.09,18.25,,,224494727.09,11929,6.51,3.4,7.3,17.25,53.62,11.92,0.0,0.0,
Growth Fund,ANZ KiwiSaver Scheme,2015-03-31,1.09,18.17,,,1455207228.05,245615,6.8,3.41,7.77,16.99,53.14,11.89,0.0,0.0,
Growth Fund,ANZ Default KiwiSaver Scheme,2015-03-31,0.71,18.36,,,44756068.99,2506,7.19,3.46,7.62,16.64,53.3,11.79,0.0,0.0,
Growth Fund,Westpac KiwiSaver Scheme,2015-03-31,0.89,15.73,,,490985046.77,66988,7.19,5.92,8.02,23.43,37.63,8.42,0.0,9.39,
Growth Fund,ASB KiwiSaver Scheme,2015-03-31,0.66,16.87,,,634571925.17,64278,,9.24,9.03,28.97,45.58,7.18,,,
Growth Fund,Generate KiwiSaver Scheme,2015-03-31,1.41,17.44,,,18255415.85,4488,5.23,19.94,,13.74,42.48,18.6,,,
Growth Fund,Fisher Funds KiwiSaver Scheme,2015-06-30,1.4,11.53,,,941114166.0,96623,4.48,5.26,3.72,35.71,49.0,1.83,0.0,0.0,
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2015-06-30,1.2,8.55,,,175852279.57,13013,12.27,7.11,2.18,27.28,39.55,0.0,11.61,0.0,
Growth Fund,Oneanswer KiwiSaver Scheme,2015-06-30,1.07,16.19,,,232474572.45,12240,6.06,3.52,7.72,17.75,52.98,11.97,0.0,0.0,
Growth Fund,ANZ KiwiSaver Scheme,2015-06-30,1.07,16.19,,,1545926702.18,259947,5.81,3.5,7.58,17.76,53.44,11.91,0.0,0.0,
Growth Fund,ANZ Default KiwiSaver Scheme,2015-06-30,1.01,16.27,,,50746143.58,2829,7.5,3.47,7.6,17.46,52.12,11.85,0.0,0.0,
Growth Fund,Westpac KiwiSaver Scheme,2015-06-30,0.86,14.57,,,522643097.01,68717,7.3,6.32,8.3,23.13,37.0,8.15,0.0,9.8,
Growth Fund,ASB KiwiSaver Scheme,2015-06-30,0.64,16.11,,,685432196.2,67928,,9.06,9.74,28.65,45.21,7.34,,,
Growth Fund,Generate KiwiSaver Scheme,2015-06-30,1.65,19.49,,,25155661.26,5777,7.76,17.87,,13.71,41.92,18.74,,,
Growth Fund,New Zealand Defence Force KiwiSaver Scheme,2015-12-31,1.0,,,,906934.02,90,5.25,5.61,11.42,12.26,45.73,2.49,4.34,10.89,2.01
Growth Fund,New Zealand Defence Force KiwiSaver Scheme,2016-03-31,1.0,,,,2702534.49,242,7.74,4.75,10.58,11.57,46.06,2.58,4.32,10.53,1.87
Growth Fund,Westpac KiwiSaver Scheme,2016-06-30,0.97,1.96,,,645625327.66,75389,7.35,8.05,8.09,24.24,35.48,8.94,0.0,7.85,0.0
Growth Fund,New Zealand Defence Force KiwiSaver Scheme,2016-06-30,1.0,,,,3632819.61,325,7.62,4.98,10.69,11.02,46.22,2.57,4.34,10.55,2.01
Growth Fund,Westpac KiwiSaver Scheme,2016-09-30,0.97,7.81,,,717423832.58,78028,7.86,7.85,7.97,24.02,35.39,8.92,0.0,7.99,0.0
Growth Fund,New Zealand Defence Force KiwiSaver Scheme,2016-09-30,1.0,,,,4667095.35,418,8.42,4.86,10.5,10.76,46.33,2.42,4.06,10.71,1.94
Growth Fund,ASB KiwiSaver Scheme,2016-09-30,0.67,10.4,,,943289672.8,76965,1.26,9.07,9.0,28.26,45.44,6.97,0.0,0.0,0.0
Growth Fund,Simplicity KiwiSaver Scheme,2016-09-30,0.31,,,,8820050.27,269,15.12,2.09,8.18,26.21,48.4,0.0,0.0,0.0,0.0
Growth Fund,Generate KiwiSaver Scheme,2016-09-30,1.66,7.52,,,105039620.0,13226,5.09,20.29,,19.48,34.92,20.22,,,
Growth Fund,Fisher Funds KiwiSaver Scheme,2016-12-31,1.1,4.84,,,1180336128.0,101631,10.78,8.41,6.14,26.95,40.39,4.47,2.86,0.0,0.0
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2016-12-31,1.21,5.7,,,224931856.0,13875,8.48,19.33,3.99,22.43,37.96,0.0,7.81,0.0,0.0
Growth Fund,Oneanswer KiwiSaver Scheme,2016-12-31,1.09,3.95,,,280155477.79,14222,10.91,4.74,8.79,18.02,45.58,11.94,0.0,0.0,0.0
Growth Fund,ANZ KiwiSaver Scheme,2016-12-31,1.11,3.91,,,1986542684.0,271512,11.06,4.75,8.79,17.91,45.57,11.92,0.0,0.0,0.0
Growth Fund,ANZ Default KiwiSaver Scheme,2016-12-31,1.11,3.81,,,72722345.0,3553,11.29,4.75,8.81,17.88,45.38,11.89,0.0,0.0,0.0
Growth Fund,Westpac KiwiSaver Scheme,2016-12-31,0.97,3.92,,,732614770.18,79405,8.84,7.0,7.97,23.91,35.55,8.77,0.0,7.96,0.0
Growth Fund,New Zealand Defence Force KiwiSaver Scheme,2016-12-31,1.0,6.52,,,6039525.1,500,7.24,4.78,10.39,9.44,48.71,2.48,4.25,10.73,1.98
Growth Fund,ASB KiwiSaver Scheme,2016-12-31,0.67,7.01,,,967710855.96,77831,1.36,6.55,11.69,35.04,40.73,4.63,0.0,0.0,0.0
Growth Fund,Simplicity KiwiSaver Scheme,2016-12-31,0.31,,,,47114930.48,1628,3.94,3.62,8.51,27.18,56.75,0.0,0.0,0.0,0.0
Growth Fund,Generate KiwiSaver Scheme,2016-12-31,1.66,1.01,,,122427730.0,15166,8.63,17.4,,17.3,38.1,18.57,,,
Growth Fund,Fisher Funds KiwiSaver Scheme,2017-12-31,1.45,14.95,,,1503245266.0,106666,11.34,6.7,6.52,27.9,43.7,0.79,3.05,0.0,0.0
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2017-12-31,1.17,12.76,,,297499408.43,15233,13.46,13.17,3.96,24.86,38.68,0.0,5.87,0.0,0.0
Growth Fund,Oneanswer KiwiSaver Scheme,2017-12-31,1.08,15.53,,,352988288.72,14965,6.83,4.66,8.5,20.15,47.75,12.11,0.0,0.0,0.0
Growth Fund,ANZ KiwiSaver Scheme,2017-12-31,1.1,15.42,,,2592765410.0,278973,7.31,4.64,8.48,19.81,47.73,12.03,0.0,0.0,0.0
Growth Fund,ANZ Default KiwiSaver Scheme,2017-12-31,1.11,15.46,,,110287555.0,4414,7.37,4.5,8.5,19.99,47.76,11.88,0.0,0.0,0.0
Growth Fund,Westpac KiwiSaver Scheme,2017-12-31,0.9,14.82,,,1032808953.74,89680,7.09,6.9,7.81,24.05,35.81,10.37,0.0,7.97,0.0
Growth Fund,New Zealand Defence Force KiwiSaver Scheme,2017-12-31,1.28,13.24,,,11664921.65,904,9.47,4.88,8.53,9.87,48.95,2.44,3.81,10.08,1.97
Growth Fund,ASB KiwiSaver Scheme,2017-12-31,0.66,15.18,,,1573325038.39,99694,1.25,6.68,11.48,35.78,40.31,4.5,0.0,0.0,0.0
Growth Fund,Simplicity KiwiSaver Scheme,2017-12-31,0.31,14.93,,,197755898.12,7224,3.79,6.82,5.33,22.37,61.69,0.0,0.0,0.0,0.0
Growth Fund,Generate KiwiSaver Scheme,2017-12-31,1.57,17.9,,,240084374.0,21366,6.83,19.7,,13.76,15.7,44.01,,,
Growth Fund,Fisher Funds KiwiSaver Scheme,2018-03-31,1.45,9.31,,,1525320665.0,107704,12.87,10.23,3.2,27.21,42.28,0.75,3.46,0.0,0.0
Growth Fund,Fisher Funds Two KiwiSaver Scheme,2018-03-31,1.17,7.22,,,301901858.8,15407,15.47,13.68,2.99,24.81,36.99,0.0,6.06,0.0,0.0
