fund_name,provider,quarter,fee,return_1yr,return_5yr,risk,fum,members,alloc_cash,alloc_nz_fixed,alloc_intl_fixed,alloc_aus_equities,alloc_intl_equities,alloc_listed_property,alloc_unlisted_property,alloc_other,alloc_commodities
AMP Aggressive Fund,AMP KiwiSaver Scheme,2013-09-30,1.14,15.66,,,147282508.4,21235,5.59,1.09,1.12,22.52,51.05,4.72,4.22,9.7,
AMP Aggressive Fund,AMP KiwiSaver Scheme,2013-12-31,1.14,15.47,,,156349759.79,21394,7.39,1.01,1.05,22.0,48.84,8.51,1.32,9.88,
AMP Aggressive Fund,AMP KiwiSaver Scheme,2014-03-31,1.14,10.3,,,164356277.38,21601,7.83,1.03,1.08,22.37,47.36,5.92,4.13,10.28,
AMP Aggressive Fund,AMP KiwiSaver Scheme,2014-06-30,1.18,15.2,,,174209110.36,21874,9.83,0.92,0.99,21.64,46.67,6.0,3.93,10.02,
AMP Aggressive Fund,AMP KiwiSaver Scheme,2014-09-30,1.18,12.37,,,188781435.06,22105,8.95,0.99,1.05,22.21,47.02,5.78,4.13,9.87,
AMP Aggressive Fund,AMP KiwiSaver Scheme,2014-12-31,1.18,10.19,,,195265369.5,23201,8.24,0.99,0.94,22.25,47.0,9.06,0.42,11.1,
AMP Aggressive Fund,AMP KiwiSaver Scheme,2015-03-31,1.18,13.44,,,209912965.2,22585,6.84,0.5,0.47,22.38,47.65,9.36,0.34,12.46,
AMP Aggressive Fund,AMP KiwiSaver Scheme,2015-06-30,1.09,9.25,,,215248978.31,22883,6.8,0.51,0.47,22.65,47.83,9.29,0.0,12.45,
AMP Aggressive Fund,AMP KiwiSaver Scheme,2016-03-31,1.1,-1.07,,,222371510.23,22751,4.08,0.51,0.53,22.87,52.19,10.04,0.0,5.75,4.03
AMP Aggressive Fund,AMP KiwiSaver Scheme,2016-06-30,1.26,-2.0,,,224227712.0,22642,6.22,0.53,0.55,22.41,50.41,9.77,0.0,5.88,4.23
AMP Aggressive Fund,AMP KiwiSaver Scheme,2016-09-30,1.26,9.35,,,238745616.53,22364,9.01,0.53,0.55,22.95,55.33,8.72,0.0,0.0,2.91
AMP Aggressive Fund,AMP KiwiSaver Scheme,2016-12-31,1.26,6.83,,,239207622.94,22063,9.23,0.52,0.54,22.71,55.53,8.42,0.0,0.0,3.05
AMP Aggressive Fund,AMP KiwiSaver Scheme,2017-12-31,1.39,16.01,,,291654573.0,22749,7.2,1.48,2.45,24.78,55.54,7.15,0.0,0.0,1.4
AMP Aggressive Fund,AMP KiwiSaver Scheme,2018-03-31,1.39,6.9,,,283939993.83,22945,7.76,1.56,2.55,24.75,54.78,7.13,0.0,0.0,1.47
AMP Aggressive Fund,AMP KiwiSaver Scheme,2018-06-30,1.45,11.45,,,301555904.0,23233,7.57,1.48,2.47,25.23,54.7,7.13,0.0,0.0,1.42
AMP Aggressive Fund,AMP KiwiSaver Scheme,2018-09-30,1.45,11.94,,,320600282.0,23432,6.93,1.46,2.41,25.08,55.64,7.13,0.0,0.0,1.35
AMP Aggressive Fund,AMP KiwiSaver Scheme,2018-12-31,1.45,-4.83,,,283585676.27,23313,5.72,3.03,2.7,25.13,53.76,7.14,0.0,1.19,1.33
AMP Aggressive Fund,AMP KiwiSaver Scheme,2019-03-31,1.45,7.63,,,315720804.47,24029,4.24,2.9,1.09,24.84,57.15,7.33,0.0,1.16,1.29
AMP Aggressive Fund,AMP KiwiSaver Scheme,2019-06-30,1.12,6.47,,,330179350.82,24166,4.96,2.88,1.09,25.34,55.86,7.51,0.0,1.12,1.24
AMP Aggressive Fund,AMP KiwiSaver Scheme,2019-12-31,1.12,21.02,,,353906430.64,23953,5.49,2.8,1.08,24.89,56.25,7.08,0.0,1.15,1.26
AMP Aggressive Fund,AMP KiwiSaver Scheme,2020-03-31,1.12,-6.81,,,286960527.4,23688,5.22,3.04,1.34,24.22,57.18,6.74,0.0,1.07,1.19
AMP Aggressive Fund,AMP KiwiSaver Scheme,2020-06-30,1.27,-0.81,,,363817135.45,24439,10.51,2.65,1.17,24.04,53.49,6.16,0.0,0.93,1.05
AMP Aggressive Fund,AMP KiwiSaver Scheme,2020-09-30,1.27,-0.36,,,397821455.32,24608,6.91,2.92,1.12,24.4,55.56,7.02,0.0,0.93,1.14
AMP Aggressive Fund,AMP KiwiSaver Scheme,2020-12-31,1.27,4.26,,,449176741.36,24801,5.24,2.6,1.03,24.92,57.24,6.96,0.0,0.87,1.14
AMP Aggressive Fund,AMP KiwiSaver Scheme,2021-03-31,1.27,28.41,,,487344178.62,25346,4.19,2.68,0.94,24.29,58.9,6.91,0.0,0.88,1.21
AMP Aggressive Fund,AMP KiwiSaver Scheme,2021-09-30,1.35,17.78,,,577368768.4,27305,2.58,2.85,7.69,22.54,64.34,0.0,0.0,0.0,0.0
AMP Aggressive Fund,AMP KiwiSaver Scheme,2021-12-31,1.35,13.01,,,612377767.6,27642,2.7,2.88,7.62,21.22,65.58,0.0,0.0,0.0,0.0
AMP Aggressive Fund,AMP KiwiSaver Scheme,2022-03-31,1.35,1.92,,,577449506.7,27563,2.08,2.94,7.77,22.12,65.09,0.0,0.0,0.0,0.0
AMP Aggressive Fund,AMP KiwiSaver Scheme,2022-12-31,0.96,-14.75,,,562141126.8,27748,3.02,3.03,8.1,19.18,66.67,0.0,0.0,0.0,0.0
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2017-12-31,1.39,16.01,,,111552955.0,15426,7.2,1.48,2.45,24.78,55.54,7.15,0.0,0.0,1.4
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2018-03-31,1.39,6.9,,,106147325.07,15475,7.76,1.56,2.55,24.75,54.78,7.13,0.0,0.0,1.47
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2018-06-30,1.45,11.45,,,110539118.9,15567,7.57,1.48,2.47,25.23,54.7,7.13,0.0,0.0,1.42
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2018-09-30,1.45,11.94,,,116433781.47,15590,6.93,1.46,2.41,25.08,55.64,7.13,0.0,0.0,1.35
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2018-12-31,1.45,-4.83,,,101932384.08,15553,5.72,3.03,2.7,25.13,53.76,7.14,0.0,1.19,1.33
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2019-03-31,1.45,7.63,,,111009473.08,15851,4.24,2.9,1.09,24.84,57.15,7.33,0.0,1.16,1.29
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2019-06-30,1.12,6.47,,,112871336.61,15838,4.96,2.88,1.09,25.34,55.86,7.51,0.0,1.12,1.24
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2019-12-31,1.12,21.02,,,117950763.36,15550,5.49,2.8,1.08,24.89,56.25,7.08,0.0,1.15,1.26
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2020-03-31,1.12,-6.81,,,92912455.72,15446,5.22,3.04,1.34,24.22,57.18,6.74,0.0,1.07,1.19
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2020-06-30,1.27,-0.81,,,106295278.88,15261,10.51,2.65,1.17,24.04,53.49,6.16,0.0,0.93,1.05
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2020-09-30,1.27,-0.36,,,110538311.67,14958,6.91,2.92,1.12,24.4,55.56,7.02,0.0,0.93,1.14
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2020-12-31,1.27,4.26,,,118145988.76,14756,5.24,2.6,1.03,24.92,57.24,6.96,0.0,0.87,1.14
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2021-03-31,1.27,28.41,,,120216792.15,14612,4.19,2.68,0.94,24.29,58.9,6.91,0.0,0.88,1.21
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2021-09-30,1.35,17.78,,,125190050.3,14254,2.58,2.85,7.69,22.54,64.34,0.0,0.0,0.0,0.0
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2021-12-31,1.35,13.01,,,128433660.6,14186,2.7,2.88,7.62,21.22,65.58,0.0,0.0,0.0,0.0
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2022-03-31,1.35,1.92,,,119179155.5,14158,2.08,2.94,7.77,22.12,65.09,0.0,0.0,0.0,0.0
AMP Aggressive Fund (lifesteps),AMP KiwiSaver Scheme,2022-12-31,0.96,-14.75,,,114350029.9,14216,3.02,3.03,8.1,19.18,66.67,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2016-09-30,1.2,0.0,,,149820.16,29,3.14,0.0,0.0,96.86,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2016-12-31,1.16,0.0,,,368860.53,55,4.52,0.0,0.0,95.48,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2017-12-31,1.17,15.81,,,1094930.0,148,4.23,0.0,0.0,95.77,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2018-03-31,1.21,6.28,,,1251411.32,166,4.4,0.0,0.0,95.6,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2018-06-30,1.2,14.42,,,1543081.09,187,3.78,0.0,0.0,96.22,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2018-09-30,1.2,14.39,,,1970356.11,224,2.71,0.0,0.0,97.29,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2018-12-31,1.2,-1.1,,,1831939.35,251,2.96,0.0,0.0,97.04,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2019-03-31,1.2,12.53,,,2259478.71,277,2.52,0.0,0.0,97.48,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2019-06-30,1.15,11.06,,,2897015.93,318,3.69,0.0,0.0,96.31,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2019-12-31,1.15,24.61,,,4325848.43,385,2.04,0.0,0.0,97.96,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2020-03-31,1.15,-6.63,,,3655955.87,389,2.57,0.0,0.0,97.43,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2020-06-30,1.14,2.1,,,6011481.01,458,1.28,0.0,0.0,98.72,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2020-09-30,1.14,0.91,,,6428154.68,472,1.2,0.0,0.0,98.8,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2020-12-31,1.14,9.6,,,7363086.26,477,1.75,0.0,0.0,98.25,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2021-03-31,1.14,31.19,,,7795846.14,506,2.08,0.0,0.0,97.92,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2021-09-30,1.12,16.53,,,8605674.9,545,0.47,0.0,0.0,99.53,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2021-12-31,1.12,3.3,,,8655370.81,552,0.09,0.0,0.0,99.91,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2022-03-31,1.12,-1.14,,,8395505.18,546,0.63,0.0,0.0,99.37,0.0,0.0,0.0,0.0,0.0
AMP Australasian Shares Fund,AMP KiwiSaver Scheme,2022-12-31,0.89,-11.62,,,8180761.47,532,0.16,0.0,0.0,99.84,0.0,0.0,0.0,0.0,0.0
AMP Balanced Fund,AMP KiwiSaver Scheme,2013-09-30,1.03,10.77,,,396821621.4,27141,12.67,12.56,11.51,15.07,34.28,3.7,3.31,6.9,
AMP Balanced Fund,AMP KiwiSaver Scheme,2013-12-31,1.03,10.37,,,425868834.22,27554,13.91,12.68,11.64,14.94,31.94,6.8,1.05,7.04,
AMP Balanced Fund,AMP KiwiSaver Scheme,2014-03-31,1.03,7.35,,,447269926.27,27597,15.11,12.53,12.17,15.1,29.78,4.7,3.28,7.33,
AMP Balanced Fund,AMP KiwiSaver Scheme,2014-06-30,1.04,11.19,,,474118173.5,27702,15.13,12.53,12.57,14.52,29.9,4.92,3.22,7.21,
AMP Balanced Fund,AMP KiwiSaver Scheme,2014-09-30,1.04,9.88,,,517211342.91,28398,15.62,12.76,12.71,14.71,29.78,4.58,3.27,6.57,
AMP Balanced Fund,AMP KiwiSaver Scheme,2014-12-31,1.04,8.93,,,549886019.6,31078,14.32,12.87,12.8,14.77,29.66,6.72,0.31,8.55,
AMP Balanced Fund,AMP KiwiSaver Scheme,2015-03-31,1.04,11.25,,,601785356.9,29475,13.91,11.87,11.88,14.98,30.07,7.04,0.25,10.0,
AMP Balanced Fund,AMP KiwiSaver Scheme,2015-06-30,1.02,8.01,,,626792138.4,29989,13.91,12.22,12.03,14.95,30.06,6.84,0.0,9.99,
AMP Balanced Fund,AMP KiwiSaver Scheme,2016-03-31,1.01,0.13,,,689576576.17,30458,11.62,11.87,11.84,15.26,34.85,7.49,0.0,4.04,3.03
AMP Balanced Fund,AMP KiwiSaver Scheme,2016-06-30,1.15,-0.06,,,704869272.0,30207,13.23,12.11,12.06,15.05,32.7,7.46,0.0,4.2,3.19
AMP Balanced Fund,AMP KiwiSaver Scheme,2016-09-30,1.15,7.25,,,740302376.53,29865,16.35,11.94,11.91,15.34,36.21,6.2,0.0,0.0,2.05
AMP Balanced Fund,AMP KiwiSaver Scheme,2016-12-31,1.15,5.25,,,747145051.93,29541,16.9,11.65,11.7,15.38,36.65,5.59,0.0,0.0,2.13
AMP Balanced Fund,AMP KiwiSaver Scheme,2017-12-31,1.25,11.02,,,883215449.0,29317,15.74,11.72,13.78,16.04,37.59,4.02,0.0,0.0,1.11
AMP Balanced Fund,AMP KiwiSaver Scheme,2018-03-31,1.25,5.01,,,872794779.84,29141,16.05,12.09,14.12,16.01,36.65,3.94,0.0,0.0,1.14
AMP Balanced Fund,AMP KiwiSaver Scheme,2018-06-30,1.3,7.93,,,903057438.8,29018,15.8,11.87,13.69,16.44,36.98,4.11,0.0,0.0,1.11
AMP Balanced Fund,AMP KiwiSaver Scheme,2018-09-30,1.3,8.22,,,936948097.41,28887,15.73,11.88,13.53,16.34,37.29,4.16,0.0,0.0,1.07
AMP Balanced Fund,AMP KiwiSaver Scheme,2018-12-31,1.3,-2.64,,,869057468.05,28444,11.99,15.64,14.79,16.16,35.12,4.29,0.0,0.95,1.06
AMP Balanced Fund,AMP KiwiSaver Scheme,2019-03-31,1.3,6.22,,,948400242.49,28949,9.21,14.62,13.75,16.56,39.4,4.45,0.0,0.95,1.06
AMP Balanced Fund,AMP KiwiSaver Scheme,2019-06-30,1.06,5.77,,,971248491.5,28676,10.17,14.62,13.85,16.76,38.07,4.59,0.0,0.92,1.02
AMP Balanced Fund,AMP KiwiSaver Scheme,2019-12-31,1.06,14.89,,,1015672064.33,27947,11.12,14.6,14.02,16.09,38.13,4.11,0.0,0.92,1.01
AMP Balanced Fund,AMP KiwiSaver Scheme,2020-03-31,1.06,-3.31,,,894779044.81,27438,12.79,15.84,15.86,15.15,35.09,3.6,0.0,0.79,0.88
AMP Balanced Fund,AMP KiwiSaver Scheme,2020-06-30,1.15,0.73,,,973292565.71,27168,11.47,15.21,14.91,16.55,36.62,3.62,0.0,0.76,0.86
AMP Balanced Fund,AMP KiwiSaver Scheme,2020-09-30,1.15,0.89,,,1003678042.07,26853,11.35,15.3,14.27,16.18,37.44,3.84,0.0,0.73,0.89
AMP Balanced Fund,AMP KiwiSaver Scheme,2020-12-31,1.15,4.23,,,1055299279.89,26607,8.68,14.11,13.84,16.69,40.97,4.04,0.0,0.72,0.95
AMP Balanced Fund,AMP KiwiSaver Scheme,2021-03-31,1.15,18.5,,,1079481332.86,26793,8.63,13.89,13.28,16.33,42.09,4.07,0.0,0.72,0.99
AMP Balanced Fund,AMP KiwiSaver Scheme,2021-09-30,1.2,11.1,,,1129991991.0,27520,8.61,14.44,17.89,14.55,44.51,0.0,0.0,0.0,0.0
AMP Balanced Fund,AMP KiwiSaver Scheme,2021-12-31,1.2,7.94,,,1158253446.0,27617,7.68,14.73,17.78,13.84,45.97,0.0,0.0,0.0,0.0
AMP Balanced Fund,AMP KiwiSaver Scheme,2022-03-31,1.2,0.12,,,1093495408.0,27286,6.88,15.13,18.1,14.02,45.87,0.0,0.0,0.0,0.0
AMP Balanced Fund,AMP KiwiSaver Scheme,2022-12-31,0.92,-12.08,,,1013089905.0,26911,11.06,13.05,19.11,10.05,46.73,0.0,0.0,0.0,0.0
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2017-12-31,1.25,11.02,,,323053254.0,11768,15.74,11.72,13.78,16.04,37.59,4.02,0.0,0.0,1.11
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2018-03-31,1.25,5.01,,,320135369.8,11687,16.05,12.09,14.12,16.01,36.65,3.94,0.0,0.0,1.14
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2018-06-30,1.3,7.93,,,330229835.9,11631,15.8,11.87,13.69,16.44,36.98,4.11,0.0,0.0,1.11
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2018-09-30,1.3,8.22,,,341889895.39,11510,15.73,11.88,13.53,16.34,37.29,4.16,0.0,0.0,1.07
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2018-12-31,1.3,-2.64,,,317448327.28,11400,11.99,15.64,14.79,16.16,35.12,4.29,0.0,0.95,1.06
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2019-03-31,1.3,6.22,,,339371247.11,11314,9.21,14.62,13.75,16.56,39.4,4.45,0.0,0.95,1.06
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2019-06-30,1.06,5.77,,,344375932.02,11184,10.17,14.62,13.85,16.76,38.07,4.59,0.0,0.92,1.02
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2019-12-31,1.06,14.89,,,353380041.22,10875,11.12,14.6,14.02,16.09,38.13,4.11,0.0,0.92,1.01
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2020-03-31,1.06,-3.31,,,308270083.95,10693,12.79,15.84,15.86,15.15,35.09,3.6,0.0,0.79,0.88
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2020-06-30,1.15,0.73,,,332961930.12,10555,11.47,15.21,14.91,16.55,36.62,3.62,0.0,0.76,0.86
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2020-09-30,1.15,0.89,,,338981773.1,10356,11.35,15.3,14.27,16.18,37.44,3.84,0.0,0.73,0.89
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2020-12-31,1.15,4.23,,,350821347.28,10201,8.68,14.11,13.84,16.69,40.97,4.04,0.0,0.72,0.95
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2021-03-31,1.15,18.5,,,351241685.4,10075,8.63,13.89,13.28,16.33,42.09,4.07,0.0,0.72,0.99
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2021-09-30,1.2,11.1,,,344420857.4,9730,8.61,14.44,17.89,14.55,44.51,0.0,0.0,0.0,0.0
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2021-12-31,1.2,7.94,,,345255201.5,9683,7.68,14.73,17.78,13.84,45.97,0.0,0.0,0.0,0.0
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2022-03-31,1.2,0.12,,,325282752.6,9631,6.88,15.13,18.1,14.02,45.87,0.0,0.0,0.0,0.0
AMP Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2022-12-31,0.92,-12.08,,,297594535.9,9615,11.06,13.05,19.11,10.05,46.73,0.0,0.0,0.0,0.0
AMP Balanced Fund No. 2,AMP KiwiSaver Scheme,2021-09-30,1.36,14.4,,,25198786.67,1060,8.61,14.44,17.89,14.55,44.51,0.0,0.0,0.0,0.0
AMP Balanced Fund No. 2,AMP KiwiSaver Scheme,2021-12-31,1.36,9.84,,,26440150.5,1069,7.68,14.73,17.78,13.84,45.97,0.0,0.0,0.0,0.0
AMP Balanced Fund No. 2,AMP KiwiSaver Scheme,2022-03-31,1.36,0.1,,,25123422.68,1059,6.88,15.13,18.1,14.02,45.87,0.0,0.0,0.0,0.0
AMP Balanced Fund No. 2,AMP KiwiSaver Scheme,2022-12-31,0.97,-12.12,,,23968994.97,1016,11.06,13.05,19.11,10.05,46.73,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2016-06-30,0.79,1.67,,,77978703.0,4663,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2016-09-30,0.79,1.5,,,79683113.71,4575,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2016-12-31,0.79,1.36,,,83962890.27,4594,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2017-12-31,0.85,1.14,,,82469391.0,4184,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2018-03-31,0.85,1.1,,,82821600.69,4098,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2018-06-30,0.87,1.11,,,79931796.2,3988,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2018-09-30,0.87,1.11,,,80857353.94,3878,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2018-12-31,0.87,1.11,,,84832050.56,3874,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2019-03-31,0.87,1.15,,,84343894.22,3853,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2019-06-30,0.83,1.16,,,80403186.21,3742,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2019-12-31,0.83,1.01,,,78592603.11,3551,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2020-03-31,0.83,0.95,,,124357885.13,4525,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2020-06-30,0.59,0.68,,,119679770.81,4350,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2020-09-30,0.59,0.42,,,115755531.27,4169,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2020-12-31,0.59,0.25,,,105015847.36,3930,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2021-03-31,0.59,0.03,,,98706130.85,3739,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2021-09-30,0.57,-0.09,,,85951434.0,3279,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2021-12-31,0.57,-0.05,,,82698511.67,3187,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2022-03-31,0.57,0.03,,,86812143.68,3201,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Cash Fund,AMP KiwiSaver Scheme,2022-12-31,0.57,1.28,,,97837372.85,3265,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP Conservative Fund,AMP KiwiSaver Scheme,2013-09-30,0.9,5.05,,,154871558.9,12124,27.0,22.67,21.67,5.12,14.53,2.1,1.88,5.04,
AMP Conservative Fund,AMP KiwiSaver Scheme,2013-12-31,0.9,4.71,,,162878374.92,12058,29.47,22.44,21.36,4.93,11.87,4.24,0.66,5.03,
AMP Conservative Fund,AMP KiwiSaver Scheme,2014-03-31,0.9,3.93,,,170019002.83,11944,28.85,22.61,22.39,5.04,10.61,2.96,2.07,5.47,
AMP Conservative Fund,AMP KiwiSaver Scheme,2014-06-30,0.89,6.69,,,177966526.41,11865,29.2,22.56,22.72,4.97,10.17,3.11,2.04,5.23,
AMP Conservative Fund,AMP KiwiSaver Scheme,2014-09-30,0.89,6.92,,,195031683.54,12084,30.22,22.47,22.6,4.83,10.18,2.84,2.03,4.83,
AMP Conservative Fund,AMP KiwiSaver Scheme,2014-12-31,0.89,7.19,,,210429304.3,11539,28.93,22.74,22.72,4.9,10.01,4.32,0.2,6.18,
AMP Conservative Fund,AMP KiwiSaver Scheme,2015-03-31,0.89,8.34,,,226863200.3,12461,28.64,22.03,22.04,5.02,10.3,4.49,0.16,7.32,
AMP Conservative Fund,AMP KiwiSaver Scheme,2015-06-30,0.89,6.2,,,238058351.7,12569,28.97,22.16,22.12,4.95,9.92,4.4,0.0,7.48,
AMP Conservative Fund,AMP KiwiSaver Scheme,2016-03-31,0.88,1.45,,,272510098.61,12644,26.42,21.92,21.87,5.09,15.39,5.08,0.0,2.2,2.03
AMP Conservative Fund,AMP KiwiSaver Scheme,2016-06-30,0.99,2.04,,,284598497.0,12580,28.62,21.97,21.88,5.03,13.06,5.1,0.0,2.24,2.1
AMP Conservative Fund,AMP KiwiSaver Scheme,2016-09-30,0.99,4.69,,,296111427.47,12467,31.71,21.83,21.93,5.17,14.58,3.78,0.0,0.0,1.0
AMP Conservative Fund,AMP KiwiSaver Scheme,2016-12-31,0.99,3.38,,,299075474.91,12466,32.07,21.67,21.62,5.18,14.78,3.63,0.0,0.0,1.05
AMP Conservative Fund,AMP KiwiSaver Scheme,2017-12-31,1.06,5.58,,,335146085.0,12043,28.59,22.11,23.87,6.27,15.75,2.64,0.0,0.0,0.77
AMP Conservative Fund,AMP KiwiSaver Scheme,2018-03-31,1.06,2.83,,,341647021.59,12069,29.23,22.42,24.05,6.08,14.9,2.54,0.0,0.0,0.78
AMP Conservative Fund,AMP KiwiSaver Scheme,2018-06-30,1.08,3.99,,,348409242.2,11970,28.72,22.12,23.66,6.46,15.6,2.66,0.0,0.0,0.78
AMP Conservative Fund,AMP KiwiSaver Scheme,2018-09-30,1.08,4.09,,,360729981.78,11820,29.35,21.94,23.45,6.21,15.73,2.57,0.0,0.0,0.75
AMP Conservative Fund,AMP KiwiSaver Scheme,2018-12-31,1.08,-0.21,,,350752137.47,11739,25.53,25.45,24.46,5.9,14.72,2.52,0.0,0.67,0.75
AMP Conservative Fund,AMP KiwiSaver Scheme,2019-03-31,1.08,4.54,,,366360401.47,11626,22.24,25.04,24.11,6.31,18.07,2.75,0.0,0.7,0.78
AMP Conservative Fund,AMP KiwiSaver Scheme,2019-06-30,0.96,4.69,,,368257637.2,11464,22.94,25.37,24.61,6.32,16.69,2.62,0.0,0.69,0.76
