quarter,fund_number,fund_name,scheme_name,provider,fum,members,fund_start_date,return_1yr,return_5yr_avg,fee_total,risk_indicator,return_yr1,return_yr2,return_yr3,return_yr4,return_yr5,return_yr6,return_yr7,return_yr8,return_yr9,return_yr10,alloc_cash_and_cash_equivalents,alloc_new_zealand_fixed_interest,alloc_international_fixed_interest,alloc_australasian_equities,alloc_international_equities,alloc_listed_properties,alloc_unlisted_properties,alloc_other,alloc_commodities,target_cash_and_cash_equivalents,target_new_zealand_fixed_interest,target_international_fixed_interest,target_australasian_equities,target_international_equities,target_listed_properties,target_unlisted_properties,target_other,target_commodities
2022-03-31,FND1160,GROWTH FUND,MAS KIWISAVER SCHEME,1,360768593.0,6398,2007-10-01,2.98,,1.13,,,,,,,,,,,,3.18,4.33,11.88,24.82,55.42,,,0.37,,1.5,6.5,12.0,24.5,55.5,,,,
2022-03-31,FND1161,AGGRESSIVE FUND,MAS KIWISAVER SCHEME,1,151879635.0,3666,2007-10-01,3.77,,1.12,,,,,,,,,,,,1.93,2.04,5.76,27.87,61.9,,,0.5,,0.0,3.5,6.5,27.5,62.5,,,,
2022-03-31,FND1162,GLOBAL EQUITIES FUND,MAS KIWISAVER SCHEME,1,90375661.0,1939,2007-10-01,4.54,,1.11,,,,,,,,,,,,1.03,,,29.35,69.08,,,0.54,,,,,30.0,70.0,,,,
2022-03-31,FND1165,NIKKO CASH FUND,AON KIWISAVER SCHEME,0.68,1722740.06,129,2007-10-31,0.05,,0.83,,,,,,,,,,,,100.0,,,,,,,,,100.0,,,,,,,,
2022-03-31,FND1166,RUSSELL LIFEPOINTS® CONSERVATIVE FUND,AON KIWISAVER SCHEME,0.88,70062372.46,7706,2007-09-30,-2.41,,1.03,,,,,,,,,,,,,16.05,63.21,5.74,15.0,,,,,,16.0,64.0,6.0,14.0,,,,
2022-03-31,FND1173,RUSSELL LIFEPOINTS® MODERATE FUND,AON KIWISAVER SCHEME,0.94,31813295.11,898,2007-09-30,-1.38,,1.08,,,,,,,,,,,,,11.96,47.09,13.35,27.6,,,,,,12.0,48.0,14.0,26.0,,,,
2022-03-31,FND1174,ANZ BALANCED FUND,AON KIWISAVER SCHEME,0.89,38333613.58,1004,2007-09-30,2.68,,1.03,,,,,,,,,,,,11.01,8.17,16.93,11.76,41.28,8.07,,2.78,,8.0,8.3,23.7,11.3,39.4,7.0,,2.3,
2022-03-31,FND1175,NIKKO BALANCED FUND,AON KIWISAVER SCHEME,1.41,11706591.28,491,2007-10-31,-1.71,,1.55,,,,,,,,,,,,,20.06,9.94,21.37,28.51,4.94,,15.18,,,20.0,10.0,21.0,29.0,5.0,,15.0,
2022-03-31,FND1176,RUSSELL LIFEPOINTS® BALANCED FUND,AON KIWISAVER SCHEME,1.02,254596519.3,12259,2007-09-30,-0.2,,1.17,,,,,,,,,,,,,7.91,31.12,18.9,42.07,,,,,,8.0,32.0,20.0,40.0,,,,
2022-03-31,FND1177,MILFORD ACTIVE GROWTH WHOLESALE FUND,AON KIWISAVER SCHEME,1.98,205206935.8,9358,2009-05-01,7.36,,2.12,,,,,,,,,,,,16.87,1.24,13.43,28.91,33.92,5.15,0.0,0.48,0.0,6.0,2.0,14.0,38.0,40.0,0.0,0.0,0.0,0.0
2022-03-31,FND1178,RUSSELL LIFEPOINTS® GROWTH FUND,AON KIWISAVER SCHEME,1.07,62592465.52,1700,2007-09-30,0.72,,1.22,,,,,,,,,,,,,4.91,19.32,23.45,52.32,,,,,,5.0,20.0,25.0,50.0,,,,
2022-03-31,FND1179,RUSSELL LIFEPOINTS® TARGET DATE 2015 FUND,AON KIWISAVER SCHEME,0.88,4236306.02,146,2007-09-30,-2.4,,1.03,,,,,,,,,,,,,16.05,63.2,5.75,15.0,,,,,,16.0,64.0,6.0,14.0,,,,
2022-03-31,FND1180,RUSSELL LIFEPOINTS® TARGET DATE 2025 FUND,AON KIWISAVER SCHEME,0.91,23107753.96,531,2007-09-30,-1.89,,1.06,,,,,,,,,,,,,14.5,56.64,8.58,20.28,,,,,,14.5,57.5,9.0,19.0,,,,
2022-03-31,FND1181,RUSSELL LIFEPOINTS® TARGET DATE 2035 FUND,AON KIWISAVER SCHEME,0.97,28822487.67,530,2007-09-30,-0.77,,1.11,,,,,,,,,,,,,10.42,40.54,15.18,33.86,,,,,,10.5,41.5,16.0,32.0,,,,
2022-03-31,FND1182,RUSSELL LIFEPOINTS® TARGET DATE 2045 FUND,AON KIWISAVER SCHEME,1.06,23516073.66,873,2007-09-30,0.24,,1.21,,,,,,,,,,,,,6.89,26.18,20.7,46.23,,,,,,7.0,27.0,22.0,44.0,,,,
2022-03-31,FND1183,SUMMER GLOBAL EQUITIES,SUMMER KIWISAVER SCHEME,0.9,26207545.48,918,2016-09-19,-4.77,,0.9,,,,,,,,,,,,3.87,0.0,0.0,0.0,96.13,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
2022-03-31,FND1186,SUMMER LISTED PROPERTY,SUMMER KIWISAVER SCHEME,0.9,8311444.49,635,2016-09-19,2.26,,0.9,,,,,,,,,,,,2.45,0.0,0.0,9.53,0.0,88.02,0.0,0.0,0.0,5.0,0.0,0.0,20.0,5.0,70.0,0.0,0.0,0.0
2022-03-31,FND1187,SUMMER NEW ZEALAND CASH,SUMMER KIWISAVER SCHEME,0.5,3989329.92,241,2016-09-19,0.1,,0.5,,,,,,,,,,,,64.01,35.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,FND1188,SUMMER NEW ZEALAND EQUITIES,SUMMER KIWISAVER SCHEME,0.9,18791290.06,916,2016-09-19,2.39,,0.9,,,,,,,,,,,,2.78,0.0,0.0,93.32,0.0,3.9,0.0,0.0,0.0,5.0,0.0,0.0,85.0,0.0,10.0,0.0,0.0,0.0
2022-03-31,FND1189,SUMMER NEW ZEALAND FIXED INTEREST,SUMMER KIWISAVER SCHEME,0.75,5566353.57,378,2016-09-19,-3.93,,0.75,,,,,,,,,,,,5.68,94.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,FND119,AMP DEFENSIVE CONSERVATIVE FUND,AMP KIWISAVER SCHEME,0.35,443812549.2,15026,2007-10-01,-1.58,,0.42,,,,,,,,,,,,20.94,29.62,29.25,6.07,14.12,0.0,0.0,0.0,0.0,22.0,29.0,29.0,6.0,14.0,0.0,0.0,0.0,0.0
2022-03-31,FND1190,SUMMER BALANCED SELECTION,SUMMER KIWISAVER SCHEME,0.86,122396914.4,2498,2016-09-19,-0.09,,0.9,,,,,,,,,,,,7.06,29.93,7.08,26.36,24.11,5.41,0.0,0.0,0.0,10.0,22.0,13.0,25.0,25.0,5.0,0.0,0.0,0.0
2022-03-31,FND1191,SUMMER GLOBAL FIXED INTEREST,SUMMER KIWISAVER SCHEME,0.3,840219.87,117,2016-09-19,-3.04,,0.75,,,,,,,,,,,,4.79,0.0,95.21,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,FND1207,RUSSELL LIFEPOINTS® TARGET DATE 2055 FUND,AON KIWISAVER SCHEME,1.09,1873930.42,115,2016-02-19,1.16,,1.24,,,,,,,,,,,,,3.92,14.46,25.33,56.29,,,,,,4.0,15.0,27.0,54.0,,,,
2022-03-31,FND1276,CAPITAL GUARANTEED FUND,BOOSTER KIWISAVER SCHEME,0.9,64674163.65,8871,2014-07-01,0.15,,0.9,,,,,,,,,,,,97.12,2.33,,,0.55,,,,,80.0,5.0,5.0,4.0,6.0,,,,
2022-03-31,FND1277,CONSERVATIVE FUND,BOOSTER KIWISAVER SCHEME,0.38,38421794.62,3994,2014-07-01,-0.15,,0.38,,,,,,,,,,,,34.83,20.95,24.04,7.84,10.32,2.02,,,,30.0,28.0,22.0,7.0,11.0,2.0,,,
2022-03-31,FND1278,MODERATE FUND,BOOSTER KIWISAVER SCHEME,1.06,225757459.8,13295,2007-10-01,0.23,,1.08,,,,,,,,,,,,23.06,22.74,19.01,11.59,19.78,2.72,1.1,,,20.0,25.0,15.0,14.0,20.0,3.0,3.0,,
2022-03-31,FND1279,BALANCED FUND,BOOSTER KIWISAVER SCHEME,1.16,692007026.0,35686,2007-10-01,2.34,,1.19,,,,,,,,,,,,13.78,12.55,14.05,18.54,36.7,3.16,1.22,,,2.0,20.0,18.0,21.0,32.0,3.0,4.0,,
2022-03-31,FND1280,GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.2,511637961.9,26082,2010-04-28,3.65,,1.23,,,,,,,,,,,,8.49,7.37,4.58,25.47,48.6,4.33,1.16,,,2.0,10.0,8.0,28.0,42.0,5.0,5.0,,
2022-03-31,FND1281,HIGH GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.25,593702487.6,30296,2007-10-01,4.56,,1.29,,,,,,,,,,,,3.02,1.8,2.06,28.83,59.76,3.43,1.1,,,1.0,,,33.0,55.0,5.0,6.0,,
2022-03-31,FND1282,ENHANCED CASH FUND,BOOSTER KIWISAVER SCHEME,0.65,51828465.72,3272,2007-10-01,0.18,,0.65,,,,,,,,,,,,2.54,97.46,,,,,,,,100.0,,,,,,,,
2022-03-31,FND1286,GEARED GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.47,276057939.7,10752,2009-07-15,5.4,,1.51,,,,,,,,,,,,0.92,,,30.85,63.29,4.49,0.45,,,1.0,,,33.0,55.0,5.0,6.0,,
2022-03-31,FND1287,SOCIALLY RESPONSIBLE BALANCED FUND,BOOSTER KIWISAVER SCHEME,1.17,250173182.3,10735,2014-07-01,2.05,,1.27,,,,,,,,,,,,15.87,12.14,15.06,16.92,35.77,4.24,,,,2.0,21.0,22.0,18.0,32.0,5.0,,,
2022-03-31,FND1288,SOCIALLY RESPONSIBLE HIGH GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.17,339418434.1,13509,2010-05-21,4.65,,1.33,,,,,,,,,,,,8.18,1.82,2.29,25.5,58.14,4.07,,,,2.0,,,32.0,57.0,9.0,,,
2022-03-31,FND1289,ASSET CLASS CONSERVATIVE FUND,BOOSTER KIWISAVER SCHEME,1.12,23887846.69,1184,2014-07-01,-1.33,,1.12,,,,,,,,,,,,1.05,,65.58,5.67,22.55,5.15,,,,1.0,,66.0,6.0,22.0,5.0,,,
2022-03-31,FND1290,ASSET CLASS GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.26,103953951.1,3180,2014-07-01,3.15,,1.26,,,,,,,,,,,,0.88,,9.48,16.92,67.57,5.15,,,,1.0,,9.0,17.0,68.0,5.0,,,
2022-03-31,FND13,SUSTAINABLE CONSERVATIVE FUND,MERCER KIWISAVER SCHEME,0.45,725888288.5,29256,2007-10-01,-0.44,,0.52,,,,,,,,,,,,33.73,12.75,32.84,3.88,16.8,0.0,0.0,0.0,0.0,30.0,15.0,35.0,5.0,15.0,0.0,0.0,0.0,0.0
2022-03-31,FND130,AMP CASH FUND,AMP KIWISAVER SCHEME,0.51,86812143.68,3201,2007-10-01,0.03,,0.57,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,FND131,AMP CONSERVATIVE FUND,AMP KIWISAVER SCHEME,0.88,438275325.4,11179,2007-10-01,-1.47,,1.01,,,,,,,,,,,,24.73,22.95,28.36,5.9,18.06,0.0,0.0,0.0,0.0,24.0,23.0,29.0,6.0,18.0,0.0,0.0,0.0,0.0
2022-03-31,FND132,AMP MODERATE FUND,AMP KIWISAVER SCHEME,0.98,626920417.5,13202,2007-10-01,-0.93,,1.12,,,,,,,,,,,,16.85,20.7,25.39,9.8,27.26,0.0,0.0,0.0,0.0,16.0,21.0,26.0,10.0,27.0,0.0,0.0,0.0,0.0
2022-03-31,FND133,AMP MODERATE BALANCED FUND,AMP KIWISAVER SCHEME,1.03,828152974.9,19823,2007-10-01,-0.47,,1.19,,,,,,,,,,,,10.62,16.79,20.4,11.83,40.36,0.0,0.0,0.0,0.0,10.0,17.0,21.0,12.0,40.0,0.0,0.0,0.0,0.0
2022-03-31,FND134,AMP BALANCED FUND,AMP KIWISAVER SCHEME,1.03,1093495408.0,27286,2007-10-01,0.12,,1.2,,,,,,,,,,,,6.88,15.13,18.1,14.02,45.87,0.0,0.0,0.0,0.0,8.0,15.0,18.0,14.0,45.0,0.0,0.0,0.0,0.0
2022-03-31,FND135,AMP GROWTH FUND,AMP KIWISAVER SCHEME,1.04,891101842.8,28416,2007-10-01,1.39,,1.23,,,,,,,,,,,,4.09,8.01,9.72,18.83,59.35,0.0,0.0,0.0,0.0,4.0,8.0,10.0,19.0,59.0,0.0,0.0,0.0,0.0
2022-03-31,FND136,AMP AGGRESSIVE FUND,AMP KIWISAVER SCHEME,1.13,577449506.7,27563,2007-10-01,1.92,,1.35,,,,,,,,,,,,2.08,2.94,7.77,22.12,65.09,0.0,0.0,0.0,0.0,2.0,3.0,8.0,22.0,65.0,0.0,0.0,0.0,0.0
2022-03-31,FND13670,SUMMER CONSERVATIVE SELECTION,SUMMER KIWISAVER SCHEME,0.7,12084875.96,295,2019-04-08,-1.61,,0.75,,,,,,,,,,,,14.36,40.01,16.92,14.31,10.69,3.67,0.0,0.0,0.0,18.0,31.0,21.0,15.0,12.0,3.0,0.0,0.0,0.0
2022-03-31,FND13671,SUMMER GROWTH SELECTION,SUMMER KIWISAVER SCHEME,0.89,60111003.97,1420,2019-04-08,1.35,,0.9,,,,,,,,,,,,5.12,9.19,3.71,39.59,36.38,5.95,0.0,0.0,0.0,4.0,10.0,6.0,38.0,35.0,7.0,0.0,0.0,0.0
2022-03-31,FND137,ANZ BALANCED GROWTH FUND,AMP KIWISAVER SCHEME,1.08,330806673.3,6588,2007-10-01,3.63,,1.16,,,,,,,,,,,,9.24,7.4,13.93,12.49,48.32,8.62,0.0,0.0,0.0,6.0,7.5,21.5,12.0,45.5,7.5,0.0,0.0,0.0
2022-03-31,FND138,MERCER BALANCED FUND,AMP KIWISAVER SCHEME,1.13,58679459.81,1910,2007-10-01,1.61,,1.26,,,,,,,,,,,,5.36,8.75,25.02,11.4,40.06,2.81,2.8,3.8,0.0,4.0,10.0,26.0,12.5,38.5,3.0,3.0,3.0,0.0
2022-03-31,FND139,NIKKO AM BALANCED FUND,AMP KIWISAVER SCHEME,1.08,95546804.6,2955,2007-10-01,-1.19,,1.57,,,,,,,,,,,,0.0,20.06,9.94,21.37,28.51,4.94,0.0,15.18,0.0,0.0,20.0,10.0,21.0,29.0,5.0,0.0,15.0,0.0
2022-03-31,FND14,SUSTAINABLE PLUS MODERATE FUND,MERCER KIWISAVER SCHEME,0.59,221021518.8,6241,2015-02-18,1.24,,0.73,,,,,,,,,,,,20.48,11.27,27.77,8.65,23.49,2.16,1.52,4.66,0.0,18.0,13.0,29.0,9.5,22.5,2.0,2.0,4.0,0.0
2022-03-31,FND14930,PATHFINDER KIWISAVER GROWTH FUND,PATHFINDER KIWISAVER PLAN,1.25,106741009.4,3341,2019-07-23,6.2,,1.29,,,,,,,,,,,,8.85,10.62,2.69,25.27,39.5,5.35,,7.73,,8.7,7.2,9.2,22.5,41.4,6.0,,5.0,
2022-03-31,FND14931,PATHFINDER KIWISAVER BALANCED FUND,PATHFINDER KIWISAVER PLAN,1.1,45471561.1,1162,2019-07-23,4.97,,1.14,,,,,,,,,,,,23.8,13.5,3.87,20.35,26.66,4.28,,7.5488,,10.7,12.2,21.1,14.6,32.4,4.0,,5.0,
2022-03-31,FND14932,PATHFINDER KIWISAVER CONSERVATIVE FUND,PATHFINDER KIWISAVER PLAN,0.8,10332820.06,365,2019-07-23,1.88,,0.84,,,,,,,,,,,,31.97,41.01,3.6,6.7,7.3,1.4,,8.03,,25.3,25.8,33.5,3.6,6.8,,,5.0,
2022-03-31,FND15,SUSTAINABLE PLUS BALANCED FUND,MERCER KIWISAVER SCHEME,0.68,559970816.3,13367,2007-10-01,2.54,,0.85,,,,,,,,,,,,6.94,8.78,24.79,11.41,35.96,2.89,2.62,6.61,0.0,4.0,10.0,26.0,12.5,35.5,3.0,3.0,6.0,0.0
2022-03-31,FND15017,POSITIVE IMPACT FUND,ASB KIWISAVER SCHEME,1,111677560.7,4604,2019-07-25,1.17,,1.0,,,,,,,,,,,,0.0,0.0,39.3,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,0.0,0.0
2022-03-31,FND15503,MILFORD KIWISAVER AGGRESSIVE FUND,MILFORD KIWISAVER PLAN,1.14,782344578.2,19699,2019-08-01,6.44,,1.21,,,,,,,,,,,,8.98,0.0,0.15,23.06,64.34,3.24,0.0,0.23,0.0,5.0,0.0,0.0,25.0,70.0,0.0,0.0,0.0,0.0
2022-03-31,FND1579,INCOME STRATEGY,NZ FUNDS KIWISAVER SCHEME,0.95,92128113.67,15888,2010-11-01,0.29,,1.1,,,,,,,,,,,,33.81,26.21,39.98,0.0,0.0,0.0,0.0,0.0,0.0,8.0,45.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,FND1581,INFLATION STRATEGY,NZ FUNDS KIWISAVER SCHEME,1.05,126436081.9,15484,2010-11-01,-11.17,,1.33,,,,,,,,,,,,2.49,1.09,4.27,40.17,35.84,0.02,0.0,2.74,13.38,5.0,12.0,13.0,29.0,38.0,3.0,0.0,0.0,0.0
2022-03-31,FND1583,GROWTH STRATEGY,NZ FUNDS KIWISAVER SCHEME,1.1,485962858.7,17314,2010-11-01,-16.81,,1.62,,,,,,,,,,,,0.81,1.04,10.49,27.74,43.65,1.28,0.0,9.14,5.85,5.0,0.0,0.0,25.0,67.0,3.0,0.0,0.0,0.0
2022-03-31,FND1585,LIFE CYCLE - AGE 0-54,NZ FUNDS KIWISAVER SCHEME,1.09,344230715.6,11051,2010-11-01,-15.36,,1.57,,,,,,,,,,,,2.33,2.1,11.19,27.65,41.15,1.12,0.0,8.21,6.25,5.0,3.0,4.0,24.0,61.0,3.0,0.0,0.0,0.0
2022-03-31,FND1587,LIFE CYCLE - AGE 65,NZ FUNDS KIWISAVER SCHEME,1.04,8303624.28,136,2010-11-01,-10.23,,1.38,,,,,,,,,,,,9.46,7.25,15.77,24.86,30.44,0.56,0.0,4.86,6.8,6.0,16.0,17.0,20.0,39.0,2.0,0.0,0.0,0.0
2022-03-31,FND1589,LIFE CYCLE - AGE 75,NZ FUNDS KIWISAVER SCHEME,1.03,885783.71,24,2010-11-01,-8.88,,1.34,,,,,,,,,,,,12.06,9.22,18.05,22.76,26.96,0.46,0.0,4.11,6.38,6.0,20.0,21.0,18.0,33.0,2.0,0.0,0.0,0.0
