quarter,fund_number,fund_name,scheme_name,provider,fum,members,fund_start_date,return_1yr,return_5yr_avg,fee_total,risk_indicator,return_yr1,return_yr2,return_yr3,return_yr4,return_yr5,return_yr6,return_yr7,return_yr8,return_yr9,return_yr10,alloc_cash_and_cash_equivalents,alloc_new_zealand_fixed_interest,alloc_international_fixed_interest,alloc_australasian_equities,alloc_international_equities,alloc_listed_properties,alloc_unlisted_properties,alloc_other,alloc_commodities,target_cash_and_cash_equivalents,target_new_zealand_fixed_interest,target_international_fixed_interest,target_australasian_equities,target_international_equities,target_listed_properties,target_unlisted_properties,target_other,target_commodities
2021-12-31,FND1159,BALANCED FUND,MAS KIWISAVER SCHEME,1,354727260.0,5335,2007-10-01,9.22,,1.16,,,,,,,,,,,,5.33,8.92,24.93,18.61,42.21,,,,,3.5,14.0,22.5,18.5,41.5,0.0,0.0,0.0,0.0
2021-12-31,FND1160,GROWTH FUND,MAS KIWISAVER SCHEME,1,381751245.0,6395,2007-10-01,12.92,,1.15,,,,,,,,,,,,2.69,4.08,12.35,24.52,56.01,,,0.35,,1.5,6.5,12.0,24.5,55.5,0.0,0.0,0.0,0.0
2021-12-31,FND1161,AGGRESSIVE FUND,MAS KIWISAVER SCHEME,1,160065187.0,3634,2007-10-01,14.81,,1.15,,,,,,,,,,,,1.48,2.12,6.13,27.53,62.27,,,0.47,,0.0,3.5,6.5,27.5,62.5,0.0,0.0,0.0,0.0
2021-12-31,FND1162,GLOBAL EQUITIES FUND,MAS KIWISAVER SCHEME,1,95978763.0,1912,2007-10-01,16.8,,1.13,,,,,,,,,,,,3.1,,,28.37,68.02,,,0.51,,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0
2021-12-31,FND1165,NIKKO CASH FUND,AON KIWISAVER SCHEME,0.68,1653012.27,129,2007-10-31,0.02,,0.83,,,,,,,,,,,,100.0,,,,,,,,,100.0,,,,,,,,
2021-12-31,FND1166,RUSSELL LIFEPOINTS® CONSERVATIVE FUND,AON KIWISAVER SCHEME,0.88,75091445.53,7795,2007-09-30,1.16,,1.03,,,,,,,,,,,,,15.73,63.63,5.9,14.74,,,,,,16.0,64.0,6.0,14.0,,,,
2021-12-31,FND1173,RUSSELL LIFEPOINTS® MODERATE FUND,AON KIWISAVER SCHEME,0.94,32561901.04,911,2007-09-30,3.99,,1.08,,,,,,,,,,,,,11.73,47.42,13.68,27.17,,,,,,12.0,48.0,14.0,26.0,,,,
2021-12-31,FND1174,ANZ BALANCED FUND,AON KIWISAVER SCHEME,0.89,40913103.47,1024,2007-09-30,10.44,,1.03,,,,,,,,,,,,12.69,7.79,15.36,11.21,42.31,7.91,,2.73,,8.0,8.3,23.7,11.3,39.4,7.0,,2.3,
2021-12-31,FND1175,NIKKO BALANCED FUND,AON KIWISAVER SCHEME,1.41,12715113.86,497,2007-10-31,3.76,,1.55,,,,,,,,,,,,,19.45,9.84,21.35,29.39,5.0,,14.97,,,20.0,10.0,21.0,29.0,5.0,,15.0,
2021-12-31,FND1176,RUSSELL LIFEPOINTS® BALANCED FUND,AON KIWISAVER SCHEME,1.02,266172536.0,12193,2007-09-30,7.26,,1.17,,,,,,,,,,,,,7.76,31.37,19.42,41.45,,,,,,8.0,32.0,20.0,40.0,,,,
2021-12-31,FND1177,MILFORD ACTIVE GROWTH WHOLESALE FUND,AON KIWISAVER SCHEME,1.98,215672420.0,9466,2009-05-01,17.92,,2.12,,,,,,,,,,,,7.36,0.89,11.32,34.6,40.55,5.28,0.0,0.0,0.0,6.0,2.0,14.0,38.0,40.0,0.0,0.0,0.0,0.0
2021-12-31,FND1178,RUSSELL LIFEPOINTS® GROWTH FUND,AON KIWISAVER SCHEME,1.07,66940839.7,1733,2007-09-30,9.66,,1.22,,,,,,,,,,,,,4.82,19.5,24.13,51.55,,,,,,5.0,20.0,25.0,50.0,,,,
2021-12-31,FND1179,RUSSELL LIFEPOINTS® TARGET DATE 2015 FUND,AON KIWISAVER SCHEME,0.88,4522565.74,151,2007-09-30,1.16,,1.03,,,,,,,,,,,,,15.74,63.63,5.9,14.73,,,,,,16.0,64.0,6.0,14.0,,,,
2021-12-31,FND1180,RUSSELL LIFEPOINTS® TARGET DATE 2025 FUND,AON KIWISAVER SCHEME,0.91,24502049.97,540,2007-09-30,2.63,,1.06,,,,,,,,,,,,,14.22,57.03,8.81,19.94,,,,,,14.5,57.5,9.0,19.0,,,,
2021-12-31,FND1181,RUSSELL LIFEPOINTS® TARGET DATE 2035 FUND,AON KIWISAVER SCHEME,0.97,30305007.86,537,2007-09-30,5.76,,1.11,,,,,,,,,,,,,10.23,40.86,15.59,33.32,,,,,,10.5,41.5,16.0,32.0,,,,
2021-12-31,FND1182,RUSSELL LIFEPOINTS® TARGET DATE 2045 FUND,AON KIWISAVER SCHEME,1.06,24911187.82,885,2007-09-30,8.45,,1.21,,,,,,,,,,,,,6.77,26.41,21.29,45.53,,,,,,7.0,27.0,22.0,44.0,,,,
2021-12-31,FND1183,SUMMER GLOBAL EQUITIES,SUMMER KIWISAVER SCHEME,0.9,28694748.72,944,2016-09-19,7.6,,0.9,,,,,,,,,,,,2.44,0.0,0.0,0.0,97.55,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
2021-12-31,FND1186,SUMMER LISTED PROPERTY,SUMMER KIWISAVER SCHEME,0.9,8943298.48,654,2016-09-19,0.3,,0.9,,,,,,,,,,,,2.02,0.0,0.0,10.94,0.0,87.05,0.0,0.0,0.0,5.0,0.0,0.0,20.0,5.0,70.0,0.0,0.0,0.0
2021-12-31,FND1187,SUMMER NEW ZEALAND CASH,SUMMER KIWISAVER SCHEME,0.5,3458888.69,245,2016-09-19,0.03,,0.5,,,,,,,,,,,,55.11,44.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,FND1188,SUMMER NEW ZEALAND EQUITIES,SUMMER KIWISAVER SCHEME,0.9,19810953.01,942,2016-09-19,-3.74,,0.9,,,,,,,,,,,,1.78,0.0,0.0,95.04,0.0,3.18,0.0,0.0,0.0,5.0,0.0,0.0,85.0,0.0,10.0,0.0,0.0,0.0
2021-12-31,FND1189,SUMMER NEW ZEALAND FIXED INTEREST,SUMMER KIWISAVER SCHEME,0.75,6192021.65,394,2016-09-19,-3.22,,0.75,,,,,,,,,,,,9.36,90.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,FND119,AMP DEFENSIVE CONSERVATIVE FUND,AMP KIWISAVER SCHEME,0.35,473560040.4,15446,2007-10-01,2.16,,0.42,,,,,,,,,,,,22.14,28.99,28.89,6.0,13.98,0.0,0.0,0.0,0.0,22.0,29.0,29.0,6.0,14.0,0.0,0.0,0.0,0.0
2021-12-31,FND1190,SUMMER BALANCED SELECTION,SUMMER KIWISAVER SCHEME,0.86,126180320.9,2506,2016-09-19,2.06,,0.9,,,,,,,,,,,,6.16,28.51,5.92,27.38,26.64,5.4,0.0,0.0,0.0,10.0,22.0,13.0,25.0,25.0,5.0,0.0,0.0,0.0
2021-12-31,FND1191,SUMMER GLOBAL FIXED INTEREST,SUMMER KIWISAVER SCHEME,0.3,902909.31,126,2016-09-19,-1.64,,0.75,,,,,,,,,,,,6.8,35.78,57.42,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,FND1207,RUSSELL LIFEPOINTS® TARGET DATE 2055 FUND,AON KIWISAVER SCHEME,1.09,1949821.71,117,2016-02-19,10.97,,1.24,,,,,,,,,,,,,3.85,14.61,26.02,55.52,,,,,,4.0,15.0,27.0,54.0,,,,
2021-12-31,FND1276,CAPITAL GUARANTEED FUND,BOOSTER KIWISAVER SCHEME,0.9,59955942.78,8696,2014-07-01,0.21,,0.9,,,,,,,,,,,,96.48,2.53,,,0.99,,,,,80.0,5.0,5.0,4.0,6.0,,,,
2021-12-31,FND1277,CONSERVATIVE FUND,BOOSTER KIWISAVER SCHEME,0.38,39358792.29,4100,2014-07-01,2.99,,0.38,,,,,,,,,,,,36.65,20.38,21.91,7.77,11.23,2.06,,,,30.0,28.0,22.0,7.0,11.0,2.0,,,
2021-12-31,FND1278,MODERATE FUND,BOOSTER KIWISAVER SCHEME,1.06,230766685.3,13078,2007-10-01,3.66,,1.08,,,,,,,,,,,,24.14,22.34,17.77,11.57,20.28,2.78,1.12,,,20.0,25.0,15.0,14.0,19.0,4.0,3.0,,
2021-12-31,FND1279,BALANCED FUND,BOOSTER KIWISAVER SCHEME,1.16,709544860.6,35382,2007-10-01,8.29,,1.19,,,,,,,,,,,,14.76,12.25,12.62,18.5,37.12,3.5,1.25,,,5.0,16.0,19.0,21.0,30.0,5.0,4.0,,
2021-12-31,FND1280,GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.2,527068141.6,25835,2010-04-28,11.38,,1.24,,,,,,,,,,,,9.26,7.63,3.38,25.61,48.44,4.51,1.17,,,3.0,8.0,9.0,28.0,40.0,7.0,5.0,,
2021-12-31,FND1281,HIGH GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.26,617847680.9,30097,2007-10-01,14.24,,1.3,,,,,,,,,,,,4.76,1.85,0.95,28.42,59.18,3.74,1.1,,,1.0,,,33.0,52.0,8.0,6.0,,
2021-12-31,FND1282,ENHANCED CASH FUND,BOOSTER KIWISAVER SCHEME,0.79,38125313.11,2367,2007-10-01,0.1,,0.79,,,,,,,,,,,,100.0,,,,,,,,,100.0,,,,,,,,
2021-12-31,FND1286,GEARED GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.55,276486091.4,10093,2009-07-15,19.0,,1.61,,,,,,,,,,,,1.76,,,29.73,63.28,4.77,0.46,,,1.0,,,33.0,52.0,8.0,6.0,,
2021-12-31,FND1287,SOCIALLY RESPONSIBLE BALANCED FUND,BOOSTER KIWISAVER SCHEME,1.17,240751450.8,9449,2014-07-01,9.45,,1.3,,,,,,,,,,,,17.29,11.97,12.78,17.56,36.04,4.36,,,,5.0,17.0,23.0,18.0,30.0,7.0,,,
2021-12-31,FND1288,SOCIALLY RESPONSIBLE HIGH GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.17,331367190.0,11968,2010-05-21,16.32,,1.37,,,,,,,,,,,,8.96,1.86,0.96,26.2,57.71,4.31,,,,2.0,,,32.0,54.0,12.0,,,
2021-12-31,FND1289,ASSET CLASS CONSERVATIVE FUND,BOOSTER KIWISAVER SCHEME,1.14,24882256.23,1199,2014-07-01,5.12,,1.14,,,,,,,,,,,,0.36,,65.81,5.57,22.97,5.29,,,,1.0,,66.0,6.0,22.0,5.0,,,
2021-12-31,FND1290,ASSET CLASS GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.28,108770807.8,3186,2014-07-01,16.57,,1.28,,,,,,,,,,,,0.33,,9.44,17.07,67.97,5.19,,,,1.0,,9.0,17.0,68.0,5.0,,,
2021-12-31,FND13,SUSTAINABLE CONSERVATIVE FUND,MERCER KIWISAVER SCHEME,0.45,921791006.1,49077,2007-10-01,2.46,,0.52,,,,,,,,,,,,33.45,12.9,33.53,3.67,16.45,0.0,0.0,0.0,0.0,30.0,15.0,35.0,5.0,15.0,0.0,0.0,0.0,0.0
2021-12-31,FND130,AMP CASH FUND,AMP KIWISAVER SCHEME,0.51,82698511.67,3187,2007-10-01,-0.05,,0.57,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,FND131,AMP CONSERVATIVE FUND,AMP KIWISAVER SCHEME,0.88,449160071.3,11088,2007-10-01,2.31,,1.01,,,,,,,,,,,,23.68,23.02,28.7,5.96,18.64,0.0,0.0,0.0,0.0,24.0,23.0,29.0,6.0,18.0,0.0,0.0,0.0,0.0
2021-12-31,FND132,AMP MODERATE FUND,AMP KIWISAVER SCHEME,0.98,655292164.1,13299,2007-10-01,4.29,,1.12,,,,,,,,,,,,16.44,20.55,25.38,9.79,27.84,0.0,0.0,0.0,0.0,16.0,21.0,26.0,10.0,27.0,0.0,0.0,0.0,0.0
2021-12-31,FND133,AMP MODERATE BALANCED FUND,AMP KIWISAVER SCHEME,1.03,875201606.6,20026,2007-10-01,6.11,,1.19,,,,,,,,,,,,10.49,16.56,20.26,11.73,40.96,0.0,0.0,0.0,0.0,10.0,17.0,21.0,12.0,40.0,0.0,0.0,0.0,0.0
2021-12-31,FND134,AMP BALANCED FUND,AMP KIWISAVER SCHEME,1.03,1158253446.0,27617,2007-10-01,7.94,,1.2,,,,,,,,,,,,7.68,14.73,17.78,13.84,45.97,0.0,0.0,0.0,0.0,8.0,15.0,18.0,14.0,45.0,0.0,0.0,0.0,0.0
2021-12-31,FND135,AMP GROWTH FUND,AMP KIWISAVER SCHEME,1.04,953686521.5,28690,2007-10-01,11.37,,1.23,,,,,,,,,,,,4.16,7.85,9.59,18.56,59.84,0.0,0.0,0.0,0.0,4.0,8.0,10.0,19.0,59.0,0.0,0.0,0.0,0.0
2021-12-31,FND136,AMP AGGRESSIVE FUND,AMP KIWISAVER SCHEME,1.13,612377767.6,27642,2007-10-01,13.01,,1.35,,,,,,,,,,,,2.7,2.88,7.62,21.22,65.58,0.0,0.0,0.0,0.0,2.0,3.0,8.0,22.0,65.0,0.0,0.0,0.0,0.0
2021-12-31,FND13670,SUMMER CONSERVATIVE SELECTION,SUMMER KIWISAVER SCHEME,0.7,12179977.74,288,2019-04-08,-0.21,,0.75,,,,,,,,,,,,13.46,45.07,9.62,13.78,13.32,4.74,0.0,0.0,0.0,18.0,31.0,21.0,15.0,12.0,3.0,0.0,0.0,0.0
2021-12-31,FND13671,SUMMER GROWTH SELECTION,SUMMER KIWISAVER SCHEME,0.89,62132463.33,1396,2019-04-08,4.01,,0.9,,,,,,,,,,,,4.57,8.14,1.8,41.59,38.08,5.81,0.0,0.0,0.0,4.0,10.0,6.0,38.0,35.0,7.0,0.0,0.0,0.0
2021-12-31,FND137,ANZ BALANCED GROWTH FUND,AMP KIWISAVER SCHEME,1.08,348964717.6,6648,2007-10-01,11.42,,1.16,,,,,,,,,,,,11.09,7.01,12.04,11.87,49.55,8.44,0.0,0.0,0.0,6.0,7.5,21.5,12.0,45.5,7.5,0.0,0.0,0.0
2021-12-31,FND138,MERCER BALANCED FUND,AMP KIWISAVER SCHEME,1.13,61651750.61,1931,2007-10-01,8.02,,1.26,,,,,,,,,,,,5.62,8.94,24.82,11.07,40.03,3.22,2.24,3.56,0.5,4.0,10.0,26.0,12.5,38.5,3.0,3.0,3.0,0.0
2021-12-31,FND139,NIKKO AM BALANCED FUND,AMP KIWISAVER SCHEME,1.08,104294732.2,3024,2007-10-01,3.56,,1.57,,,,,,,,,,,,0.0,19.45,9.84,21.35,29.39,5.0,0.0,14.97,0.0,0.0,20.0,10.0,21.0,29.0,5.0,0.0,15.0,0.0
2021-12-31,FND14,SUSTAINABLE PLUS MODERATE FUND,MERCER KIWISAVER SCHEME,0.59,229428655.0,6295,2015-02-18,5.86,,0.73,,,,,,,,,,,,21.3,11.32,27.77,8.42,22.93,2.05,1.32,4.28,0.61,18.0,13.0,29.0,9.5,22.5,2.0,2.0,4.0,0.0
2021-12-31,FND14930,PATHFINDER KIWISAVER GROWTH FUND,PATHFINDER KIWISAVER PLAN,1.25,101140757.9,2930,2019-07-23,15.99,,1.29,,,,,,,,,,,,9.47,6.64,2.2,24.64,42.1,5.99,,8.96,,8.7,7.2,9.2,22.5,41.4,6.0,,5.0,
2021-12-31,FND14931,PATHFINDER KIWISAVER BALANCED FUND,PATHFINDER KIWISAVER PLAN,1.1,40743194.62,989,2019-07-23,11.28,,1.14,,,,,,,,,,,,26.226,11.9093,3.0191,18.082,27.0079,4.4456,,9.3101,,10.7,12.2,21.1,14.6,32.4,4.0,,5.0,
2021-12-31,FND14932,PATHFINDER KIWISAVER CONSERVATIVE FUND,PATHFINDER KIWISAVER PLAN,0.8,9352899.86,305,2019-07-23,4.62,,0.84,,,,,,,,,,,,38.53,32.1,4.11,5.79,7.91,1.53,,10.03,,25.3,25.8,33.5,3.6,6.8,0.0,,5.0,
2021-12-31,FND15,SUSTAINABLE PLUS BALANCED FUND,MERCER KIWISAVER SCHEME,0.68,585118379.2,13470,2007-10-01,9.8,,0.85,,,,,,,,,,,,7.52,8.81,24.51,11.15,36.24,3.07,2.21,5.98,0.51,4.0,10.0,26.0,12.5,35.5,3.0,3.0,6.0,0.0
2021-12-31,FND15017,POSITIVE IMPACT FUND,ASB KIWISAVER SCHEME,1,112590859.3,4265,2019-07-25,10.93,,1.0,,,,,,,,,,,,0.0,0.0,39.74,0.0,60.26,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,0.0,0.0
2021-12-31,FND15503,MILFORD KIWISAVER AGGRESSIVE FUND,MILFORD KIWISAVER PLAN,1.14,798605627.3,18308,2019-08-01,19.58,,1.3,,,,,,,,,,,,7.87,0.11,0.0,22.41,66.91,2.7,0.0,0.0,0.0,5.0,0.0,0.0,25.0,70.0,0.0,0.0,0.0,0.0
2021-12-31,FND1579,INCOME STRATEGY,NZ FUNDS KIWISAVER SCHEME,0.95,75573328.57,15732,2010-11-01,-3.71,,1.61,,,,,,,,,,,,24.82,32.81,42.37,0.0,0.0,0.0,0.0,0.0,0.0,8.0,45.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,FND1581,INFLATION STRATEGY,NZ FUNDS KIWISAVER SCHEME,1.05,105978675.9,15296,2010-11-01,-3.74,,2.62,,,,,,,,,,,,0.7,0.9,3.49,51.32,34.36,2.18,0.0,2.33,4.72,5.0,12.0,13.0,29.0,38.0,3.0,0.0,0.0,0.0
2021-12-31,FND1583,GROWTH STRATEGY,NZ FUNDS KIWISAVER SCHEME,1.1,420437796.7,17151,2010-11-01,1.82,,4.45,,,,,,,,,,,,0.85,0.49,1.35,34.72,44.68,1.54,0.0,11.51,4.86,5.0,0.0,0.0,25.0,67.0,3.0,0.0,0.0,0.0
2021-12-31,FND1585,LIFECYCLE - AGE 0-54,NZ FUNDS KIWISAVER SCHEME,1.09,319897739.0,10896,2010-11-01,1.11,,4.13,,,,,,,,,,,,1.85,1.91,3.34,35.25,41.55,1.55,0.0,9.91,4.64,5.0,3.0,4.0,24.0,61.0,3.0,0.0,0.0,0.0
2021-12-31,FND1587,LIFECYCLE - AGE 65,NZ FUNDS KIWISAVER SCHEME,1.04,7976882.59,143,2010-11-01,-1.27,,3.06,,,,,,,,,,,,6.14,7.87,11.36,33.63,30.57,1.45,0.0,5.26,3.72,6.0,16.0,17.0,20.0,39.0,2.0,0.0,0.0,0.0
