quarter,fund_number,fund_name,scheme_name,provider,fum,members,fund_start_date,return_1yr,return_5yr_avg,fee_total,risk_indicator,return_yr1,return_yr2,return_yr3,return_yr4,return_yr5,return_yr6,return_yr7,return_yr8,return_yr9,return_yr10,alloc_cash_and_cash_equivalents,alloc_new_zealand_fixed_interest,alloc_international_fixed_interest,alloc_australasian_equities,alloc_international_equities,alloc_listed_properties,alloc_unlisted_properties,alloc_other,alloc_commodities,target_cash_and_cash_equivalents,target_new_zealand_fixed_interest,target_international_fixed_interest,target_australasian_equities,target_international_equities,target_listed_properties,target_unlisted_properties,target_other,target_commodities
2018-12-31,FND1001,STEPPING STONES 0-35,GENERATE KIWISAVER SCHEME,1.00,21238775.0,2883,2013-04-16,-1.43,,1.76,,,,,,,,,,,,5.35,12.14,0.0,17.64,54.24,10.63,0.0,0.0,0.0,1.75,7.5,0.0,18.25,54.25,18.25,0.0,0.0,0.0
2018-12-31,FND1002,STEPPING STONES 36-45 AND STEPPING STONES GROWTH 51-55,GENERATE KIWISAVER SCHEME,1.00,26802138.0,1282,2013-04-16,-0.23,,1.61,,,,,,,,,,,,5.19,27.38,0.0,16.62,40.42,10.39,0.0,0.0,0.0,2.73,24.0,0.0,15.77,41.73,15.77,0.0,0.0,0.0
2018-12-31,FND1003,STEPPING STONES 46-55 AND STEPPING STONES GROWTH 56-60,GENERATE KIWISAVER SCHEME,1.00,28474749.0,1181,2013-04-16,0.96,,1.45,,,,,,,,,,,,5.04,42.62,0.0,15.6,26.59,10.15,0.0,0.0,0.0,3.7,40.5,0.0,13.3,29.2,13.3,0.0,0.0,0.0
2018-12-31,FND1004,STEPPING STONES 56-60,GENERATE KIWISAVER SCHEME,1.00,8622161.0,351,2013-04-16,2.01,,1.33,,,,,,,,,,,,4.81,54.64,0.0,15.28,14.96,10.31,0.0,0.0,0.0,4.5,53.0,0.0,12.0,18.5,12.0,0.0,0.0,0.0
2018-12-31,FND1005,STEPPING STONES 61-64 AND STEPPING STONES GROWTH 61-64,GENERATE KIWISAVER SCHEME,1.00,5846145.0,221,2013-04-16,2.28,,1.29,,,,,,,,,,,,4.82,58.79,0.0,14.76,11.56,10.07,0.0,0.0,0.0,4.75,57.75,0.0,11.0,15.5,11.0,0.0,0.0,0.0
2018-12-31,FND10339,SHIELDED GROWTH FUND,BOOSTER KIWISAVER SCHEME,1.14,1019899.53,46,2018-05-31,,,1.34,,,,,,,,,,,,7.79,2.92,1.4,20.08,63.18,3.46,1.17,,,2.0,32.0,54.0,12.0,,,,,
2018-12-31,FND1050,CONSERVATIVE FUND,FISHER FUNDS KIWISAVER SCHEME,0.84,690702549.0,72064,2009-06-01,1.71,,0.97,,,,,,,,,,,,15.91,41.63,19.07,6.98,10.23,0.79,5.39,0.0,0.0,19.5,18.0,35.0,5.5,12.0,5.0,5.0,0.0,0.0
2018-12-31,FND1051,GROWTH FUND,FISHER FUNDS KIWISAVER SCHEME,0.95,1614639465.0,109955,2007-10-01,-0.29,,1.47,,,,,,,,,,,,12.11,15.81,0.0,30.62,35.26,0.64,5.56,0.0,0.0,5.0,6.0,9.0,29.0,42.0,4.5,4.5,0.0,0.0
2018-12-31,FND1052,BALANCED STRATEGY,FISHER FUNDS KIWISAVER SCHEME,0.90,604599694.0,38951,2009-06-01,0.64,,1.24,,,,,,,,,,,,13.81,27.43,8.58,19.98,24.0,0.71,5.49,0.0,0.0,11.5,11.0,21.0,18.0,28.5,5.0,5.0,0.0,0.0
2018-12-31,FND10584,JUNO CONSERVATIVE FUND,JUNO KIWISAVER SCHEME,0.39,794601.34,44,2018-08-01,,,0.39,,,,,,,,,,,,90.27,,2.03,1.9,5.8,,,,,65.0,,10.0,,25.0,,,,
2018-12-31,FND10585,JUNO BALANCED FUND,JUNO KIWISAVER SCHEME,0.39,3805854.13,153,2018-08-01,,,0.39,,,,,,,,,,,,74.4,,5.33,5.0,15.27,,,,,20.0,,20.0,,60.0,,,,
2018-12-31,FND10586,JUNO GROWTH FUND,JUNO KIWISAVER SCHEME,0.35,21650315.74,996,2018-08-01,,,0.35,,,,,,,,,,,,56.94,,,10.61,32.45,,,,,20.0,,,,80.0,,,,
2018-12-31,FND1080,PRESERVATION FUND,FISHER FUNDS TWO KIWISAVER SCHEME,0.48,27497419.2,1641,2007-10-01,1.62,,0.64,,,,,,,,,,,,23.55,76.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-31,FND1082,CASH ENHANCED FUND,FISHER FUNDS TWO KIWISAVER SCHEME,0.56,667128644.39,53657,2007-10-01,1.31,,0.56,,,,,,,,,,,,17.1,53.73,9.1,6.86,9.23,0.18,3.8,0.0,0.0,29.5,21.0,27.0,6.5,12.0,2.0,2.0,0.0,0.0
2018-12-31,FND1083,CONSERVATIVE FUND,FISHER FUNDS TWO KIWISAVER SCHEME,0.83,139648227.93,6898,2007-10-01,1.59,,0.96,,,,,,,,,,,,15.77,41.81,19.07,6.96,10.21,0.78,5.4,0.0,0.0,19.5,18.0,35.0,5.5,12.0,5.0,5.0,0.0,0.0
